,years_experience,degree,nr_commits,nr_languages,nr_stars
2535,0.0,0.0,1829.0,0.0,0.0
3595,0.0,0.0,1845.0,0.0,0.0
2064,0.0,0.0,1843.0,0.0,0.0
2195,0.0,0.0,1828.0,0.0,0.0
3740,0.0,0.0,1838.0,0.0,0.0
3571,0.0,0.0,1826.0,0.0,0.0
2409,0.0,0.0,1832.0,0.0,0.0
2045,0.0,0.0,1833.0,0.0,0.0
2462,0.0,0.0,853.0,0.0,0.0
3133,0.0,0.0,1829.0,0.0,0.0
2194,0.0,0.0,1828.0,0.0,0.0
2810,0.0,0.0,1846.0,0.0,0.0
2057,0.0,0.0,1838.0,0.0,0.0
3828,0.0,0.0,1848.0,0.0,0.0
2512,0.0,0.0,1822.0,0.0,0.0
2993,0.0,0.0,1836.0,0.0,0.0
2230,0.0,0.0,1835.0,0.0,0.0
2228,0.0,0.0,1855.0,0.0,0.0
2794,0.0,0.0,1849.0,0.0,0.0
2982,0.0,0.0,1834.0,0.0,0.0
3706,0.0,0.0,1860.0,0.0,0.0
3852,0.0,0.0,1827.0,0.0,0.0
3296,0.0,0.0,1857.0,0.0,0.0
3866,0.0,0.0,843.0,0.0,2.0
2696,0.0,0.0,1836.0,0.0,0.0
3892,0.0,0.0,1834.0,0.0,0.0
2981,0.0,0.0,1833.0,0.0,0.0
2968,0.0,0.0,1858.0,0.0,0.0
2030,0.0,0.0,1855.0,0.0,0.0
2484,0.0,0.0,1824.0,0.0,0.0
3402,0.0,0.0,1833.0,0.0,0.0
2114,0.0,0.0,831.0,0.0,0.0
3391,0.0,0.0,1831.0,0.0,0.0
2935,0.0,0.0,1843.0,0.0,0.0
3994,0.0,0.0,1837.0,0.0,0.0
2167,0.0,0.0,1848.0,0.0,0.0
3521,0.0,0.0,1855.0,0.0,0.0
2725,0.0,0.0,821.0,0.0,0.0
2643,0.0,0.0,1839.0,0.0,0.0
3688,0.0,0.0,1842.0,0.0,0.0
2317,0.0,0.0,833.0,0.0,0.0
3663,0.0,0.0,1829.0,0.0,0.0
2291,0.0,0.0,824.0,0.0,3.0
2997,0.0,0.0,1826.0,0.0,0.0
2427,0.0,0.0,1841.0,0.0,0.0
2692,0.0,0.0,842.0,0.0,0.0
2590,0.0,0.0,1859.0,0.0,0.0
3757,0.0,0.0,2833.0,0.0,0.0
