,years_experience,degree
2918,0.0,2.0
3201,1.0,1.0
3404,0.0,1.0
3996,0.0,2.0
2713,1.0,0.0
2470,0.0,1.0
2665,2.0,0.0
2236,0.0,3.0
2778,1.0,0.0
2783,1.0,0.0
3743,1.0,1.0
2260,2.0,0.0
2091,0.0,3.0
3551,0.0,3.0
2353,0.0,3.0
3234,0.0,2.0
3205,0.0,1.0
3129,0.0,1.0
3903,1.0,1.0
2225,1.0,0.0
2573,0.0,1.0
3538,0.0,3.0
3074,2.0,0.0
3038,2.0,1.0
2637,0.0,2.0
2694,1.0,1.0
3484,0.0,3.0
3858,1.0,1.0
2738,0.0,3.0
2461,0.0,1.0
3138,1.0,0.0
2504,2.0,0.0
2382,1.0,0.0
3500,1.0,1.0
3986,0.0,3.0
2769,0.0,2.0
2424,0.0,3.0
3692,0.0,3.0
2750,1.0,1.0
3980,0.0,1.0
3822,1.0,1.0
3985,1.0,0.0
2282,0.0,3.0
2491,0.0,1.0
3908,0.0,1.0
2229,2.0,1.0
3916,0.0,1.0
2514,1.0,0.0
2220,0.0,3.0
2541,0.0,2.0
2821,0.0,2.0
2013,0.0,3.0
2109,2.0,1.0
3981,0.0,2.0
3055,2.0,0.0
2068,0.0,2.0
2059,0.0,1.0
3953,3.0,0.0
2584,2.0,0.0
3158,1.0,1.0
3752,2.0,1.0
3755,0.0,1.0
2722,0.0,1.0
3563,1.0,1.0
3591,0.0,3.0
2621,0.0,2.0
3756,0.0,3.0
2381,1.0,0.0
2338,1.0,0.0
2686,0.0,2.0
2623,2.0,0.0
3282,0.0,1.0
3390,0.0,3.0
3307,1.0,0.0
3061,0.0,2.0
2132,0.0,1.0
2164,2.0,0.0
2008,2.0,1.0
3373,0.0,1.0
3489,1.0,1.0
2715,1.0,0.0
3576,0.0,1.0
2391,2.0,0.0
2938,1.0,2.0
2697,2.0,1.0
3381,0.0,2.0
2609,1.0,2.0
2617,0.0,3.0
2107,0.0,3.0
3891,0.0,1.0
3533,1.0,0.0
3647,2.0,0.0
2350,0.0,3.0
3847,2.0,0.0
3430,1.0,1.0
2836,0.0,1.0
3710,1.0,1.0
3634,1.0,1.0
2065,0.0,2.0
3912,1.0,1.0
2967,2.0,0.0
2925,2.0,0.0
3501,0.0,1.0
3678,0.0,3.0
2015,1.0,1.0
2300,0.0,2.0
3747,0.0,3.0
3717,0.0,3.0
2270,0.0,2.0
3722,0.0,3.0
3131,1.0,0.0
2365,2.0,0.0
2505,0.0,2.0
3944,0.0,2.0
3942,1.0,2.0
3749,0.0,2.0
3937,1.0,1.0
2321,1.0,0.0
3627,2.0,0.0
2020,0.0,1.0
2631,0.0,2.0
2812,1.0,1.0
2183,0.0,1.0
2216,0.0,2.0
2892,1.0,0.0
2513,1.0,1.0
2509,1.0,1.0
2480,0.0,2.0
3432,0.0,1.0
3940,2.0,0.0
2800,0.0,1.0
3042,1.0,0.0
3442,1.0,1.0
2360,0.0,2.0
3932,1.0,1.0
2795,1.0,0.0
3681,0.0,1.0
2966,0.0,3.0
3874,0.0,1.0
3742,0.0,1.0
2839,0.0,3.0
2249,2.0,0.0
2841,0.0,2.0
2797,0.0,3.0
2587,0.0,3.0
3729,2.0,1.0
2611,1.0,2.0
3146,0.0,1.0
2598,0.0,3.0
2073,0.0,1.0
3905,0.0,3.0
2961,0.0,1.0
3988,3.0,0.0
2281,2.0,0.0
2640,1.0,1.0
3508,1.0,2.0
3204,0.0,3.0
2255,0.0,1.0
2261,2.0,0.0
2482,0.0,3.0
2848,0.0,3.0
2298,1.0,1.0
2914,0.0,3.0
3314,0.0,2.0
3019,0.0,2.0
3237,0.0,1.0
3275,0.0,3.0
2628,0.0,2.0
2782,1.0,0.0
3459,0.0,2.0
2156,0.0,2.0
3686,1.0,1.0
2230,0.0,1.0
3784,2.0,1.0
3994,0.0,3.0
3828,0.0,3.0
2347,0.0,1.0
3035,2.0,0.0
2639,2.0,0.0
2680,2.0,0.0
3510,2.0,0.0
3020,2.0,1.0
2362,0.0,3.0
3165,1.0,0.0
3069,2.0,1.0
3833,0.0,3.0
3844,0.0,3.0
2954,2.0,0.0
2685,2.0,0.0
2217,0.0,1.0
2653,1.0,1.0
3829,0.0,2.0
2078,0.0,2.0
2232,0.0,1.0
2096,3.0,0.0
2605,2.0,0.0
2532,1.0,0.0
2998,0.0,2.0
2257,2.0,0.0
2372,1.0,2.0
