,u_years_experience,u_degree,u_senior-level_skill,u_nr_commits,u_nr_languages,u_nr_stars
2000,4.0,1.0,0.38210285,3.0,2.0,4.0
2001,3.0,0.0,0.99259627,9.0,2.0,2.0
2002,3.0,2.0,0.6292244,5.0,2.0,8.0
2003,6.0,0.0,0.8888868,0.0,6.0,3.0
2004,3.0,0.0,0.6391152,4.0,0.0,3.0
2005,4.0,0.0,0.11809361,6.0,14.0,9.0
2006,3.0,1.0,0.62679124,2.0,3.0,5.0
2007,3.0,1.0,0.4069655,4.0,2.0,3.0
2008,1.0,0.0,0.13234198,4.0,1.0,4.0
2009,2.0,0.0,0.48748946,5.0,1.0,6.0
2010,6.0,2.0,0.03765154,7.0,4.0,11.0
2011,1.0,0.0,0.84389555,2.0,2.0,8.0
2012,6.0,2.0,0.9473263,7.0,1.0,0.0
2013,0.0,0.0,0.74140453,3.0,3.0,8.0
2014,4.0,0.0,0.88142633,5.0,1.0,5.0
2015,2.0,0.0,0.5114968,5.0,8.0,3.0
2016,2.0,0.0,0.20641458,5.0,1.0,5.0
2017,4.0,1.0,0.20928586,3.0,1.0,1.0
2018,5.0,1.0,0.85099745,6.0,0.0,5.0
2019,3.0,1.0,0.308298,2.0,6.0,3.0
2020,1.0,2.0,0.8412305,5.0,5.0,4.0
2021,2.0,0.0,0.77205443,4.0,6.0,1.0
2022,1.0,0.0,0.97608185,3.0,1.0,2.0
2023,1.0,3.0,0.87485933,5.0,0.0,12.0
2024,0.0,0.0,0.94834495,4.0,0.0,0.0
2025,4.0,2.0,0.23375738,1.0,2.0,2.0
2026,2.0,0.0,0.97749805,3.0,12.0,6.0
2027,5.0,1.0,0.71212065,6.0,0.0,4.0
2028,3.0,2.0,0.88327456,6.0,1.0,3.0
2029,2.0,0.0,0.7701732,4.0,1.0,5.0
2030,1.0,2.0,0.34147525,3.0,2.0,6.0
2031,5.0,3.0,0.9121777,5.0,2.0,14.0
2032,4.0,2.0,0.3019519,5.0,7.0,6.0
2033,2.0,0.0,0.958869,4.0,0.0,2.0
2034,2.0,1.0,0.1909132,5.0,7.0,6.0
2035,1.0,2.0,0.6171905,6.0,1.0,1.0
2036,5.0,0.0,0.30020726,4.0,2.0,3.0
2037,4.0,0.0,0.07820153,4.0,7.0,9.0
2038,4.0,3.0,0.6304184,2.0,7.0,8.0
2039,3.0,0.0,0.024424195,1.0,0.0,8.0
2040,6.0,2.0,0.6326504,4.0,5.0,5.0
2041,1.0,0.0,0.0104602575,4.0,2.0,8.0
2042,5.0,2.0,0.8914771,3.0,2.0,4.0
2043,7.0,2.0,0.18479335,1.0,5.0,13.0
2044,7.0,3.0,0.5805634,5.0,2.0,5.0
2045,3.0,0.0,0.87718344,2.0,7.0,5.0
2046,3.0,1.0,0.5603211,4.0,2.0,5.0
2047,2.0,0.0,0.67954135,3.0,2.0,4.0
2048,1.0,2.0,0.22121215,0.0,1.0,4.0
2049,3.0,3.0,0.41639543,5.0,1.0,0.0
2050,2.0,0.0,0.98583436,2.0,1.0,4.0
2051,0.0,1.0,0.8763052,4.0,6.0,1.0
2052,3.0,0.0,0.24631608,4.0,10.0,1.0
2053,9.0,0.0,0.3652953,4.0,0.0,0.0
2054,1.0,3.0,0.4038906,0.0,1.0,3.0
2055,1.0,2.0,0.6781945,4.0,13.0,1.0
2056,4.0,2.0,0.3946538,4.0,1.0,4.0
2057,7.0,1.0,0.17763674,4.0,6.0,4.0
2058,4.0,0.0,0.3250183,5.0,5.0,4.0
2059,1.0,2.0,0.94087136,4.0,0.0,4.0
2060,4.0,0.0,0.044357657,2.0,1.0,6.0
2061,3.0,3.0,0.6633798,2.0,0.0,2.0
2062,3.0,0.0,0.5607294,4.0,1.0,1.0
2063,2.0,2.0,0.45698702,1.0,5.0,4.0
2064,1.0,2.0,0.51010823,4.0,7.0,3.0
2065,1.0,1.0,0.43542206,6.0,3.0,0.0
2066,3.0,3.0,0.7273004,4.0,9.0,2.0
2067,6.0,0.0,0.46292627,2.0,9.0,6.0
2068,2.0,0.0,0.75431836,3.0,2.0,6.0
2069,1.0,3.0,0.91240466,2.0,0.0,2.0
2070,7.0,1.0,0.12877476,5.0,1.0,2.0
2071,4.0,2.0,0.071810365,3.0,2.0,4.0
2072,0.0,0.0,0.73712516,3.0,4.0,2.0
2073,0.0,2.0,0.48537457,6.0,12.0,1.0
2074,1.0,2.0,0.6000514,2.0,3.0,3.0
2075,3.0,2.0,0.7176981,9.0,9.0,7.0
2076,5.0,0.0,0.18353534,4.0,4.0,9.0
2077,4.0,2.0,0.8765321,4.0,9.0,8.0
2078,1.0,1.0,0.28689134,4.0,3.0,2.0
2079,3.0,0.0,0.7115091,6.0,4.0,3.0
2080,7.0,1.0,0.2236234,5.0,3.0,3.0
