,x1,x2
1144,1.3,2.6
1592,1.2,-0.0
1954,1.3,-0.0
1776,2.4,4.6
1306,0.9,0.0
1971,1.2,3.8
1108,1.4,-0.0
1344,1.6,-0.0
1152,0.6,2.6
1230,1.0,2.1
1132,1.0,1.9
1523,0.5,1.1
1240,0.3,3.0
1117,0.6,1.2
1122,3.6,7.3
1923,1.2,2.4
1463,1.2,-0.0
1043,2.2,0.0
1013,0.5,1.0
1097,1.1,2.1
1603,1.6,3.1
1799,2.1,-0.0
1586,1.3,0.0
1821,3.1,0.0
1320,0.7,1.4
1732,1.9,0.0
1946,1.4,2.8
1494,2.2,0.0
1257,1.8,3.5
1426,0.9,2.3
1880,2.2,0.0
1336,0.7,4.7
1129,1.7,3.4
1504,1.3,0.0
1429,1.5,0.0
1380,0.4,1.8
1602,1.4,0.0
1853,0.9,1.7
1284,2.3,4.7
1881,1.8,1.2
1432,0.9,1.8
1830,2.3,0.0
1004,0.7,-0.0
1649,1.5,2.9
1554,1.4,-0.0
1813,1.1,3.7
1614,1.0,2.1
1708,1.1,1.7
1467,1.2,2.3
1220,1.0,-0.0
1137,2.2,0.0
1966,2.1,-0.0
1383,1.4,0.0
1185,1.6,3.3
1049,0.6,1.2
1142,1.7,1.1
1148,1.2,2.4
1918,1.2,2.3
1533,1.4,4.0
1000,2.2,4.4
1381,2.4,4.8
1015,0.7,1.4
1423,1.0,2.0
1876,3.0,0.7
1030,0.6,1.2
1882,0.7,3.6
1139,0.7,-0.0
1166,0.7,1.4
1985,0.9,1.9
1987,0.7,1.5
1242,1.7,3.1
1026,2.6,5.1
1861,0.7,1.3
1285,0.8,1.8
1805,1.2,2.1
1162,0.7,1.3
1069,0.9,1.8
1936,1.1,0.0
1081,0.1,2.6
1769,0.5,0.9
1356,1.4,3.0
1685,1.2,2.8
1511,0.6,1.1
1515,1.7,3.5
1337,1.6,0.0
1499,0.8,1.6
1652,0.4,2.6
1329,2.0,-0.0
1118,-0.0,3.8
1974,1.5,0.8
1545,1.1,0.0
1814,1.9,0.0
1177,1.9,1.1
1958,2.4,4.8
1374,1.5,-0.0
1551,0.5,1.0
1637,1.3,2.6
1980,1.2,2.4
1353,2.1,2.6
1875,1.0,2.0
