,y_hat
762,False
508,False
782,False
673,False
953,False
748,False
584,False
936,False
853,False
939,False
967,False
616,False
685,False
761,False
888,False
563,False
662,False
598,False
760,False
676,False
927,False
579,False
944,False
737,False
518,False
656,False
622,False
755,False
846,False
632,False
795,False
878,False
893,False
731,False
854,False
827,False
659,False
982,False
975,False
830,False
767,False
568,False
505,False
955,False
647,False
946,False
969,False
874,False
811,False
739,False
547,False
890,False
578,False
771,False
883,False
919,False
807,False
851,False
901,False
735,False
852,False
979,False
635,False
770,False
527,False
524,False
828,False
744,False
514,False
823,False
674,False
654,False
745,False
668,False
661,False
777,False
628,False
592,False
995,False
958,False
715,False
778,False
690,False
819,False
954,False
595,False
779,False
916,False
873,False
506,False
885,False
784,False
785,False
602,False
896,False
589,False
728,False
655,False
934,False
816,False
