,y
2264,1.0
3950,0.0
2554,0.0
2506,1.0
2770,1.0
2328,1.0
3668,1.0
2291,1.0
2445,0.0
2708,1.0
3048,1.0
2534,1.0
3388,1.0
2754,1.0
2333,0.0
3879,0.0
2126,1.0
2432,1.0
3522,1.0
2008,0.0
3202,1.0
3346,1.0
3628,1.0
2459,1.0
3133,0.0
3684,1.0
3811,0.0
2170,1.0
2253,0.0
2307,1.0
2390,0.0
3443,1.0
3025,1.0
3560,1.0
3908,1.0
3924,1.0
3207,1.0
3039,1.0
3425,1.0
3816,1.0
2983,1.0
3308,1.0
3704,1.0
3914,1.0
2722,1.0
2083,1.0
2619,1.0
3242,1.0
2243,0.0
2194,1.0
2435,1.0
2444,1.0
3298,1.0
3179,1.0
3581,1.0
2088,1.0
3853,1.0
2623,1.0
3838,0.0
3043,1.0
2857,1.0
3558,1.0
3526,1.0
2764,1.0
3436,0.0
3278,1.0
2915,1.0
3625,1.0
2473,1.0
3884,1.0
3906,1.0
3933,0.0
2867,1.0
3521,1.0
2635,1.0
2438,1.0
3848,0.0
3732,0.0
3806,1.0
2773,1.0
3109,1.0
2933,1.0
2063,1.0
3280,1.0
2747,1.0
2599,1.0
2628,1.0
2286,1.0
3286,1.0
3320,0.0
2041,1.0
3127,0.0
3958,1.0
3183,1.0
3081,0.0
2531,1.0
2090,1.0
2616,1.0
3273,0.0
3310,1.0
3151,1.0
2677,1.0
3854,0.0
3141,1.0
3169,1.0
3026,1.0
3790,0.0
2831,1.0
3420,1.0
3435,1.0
3076,1.0
3915,1.0
2925,1.0
2777,1.0
2784,1.0
2586,1.0
3099,1.0
3533,1.0
3017,1.0
3024,1.0
2064,1.0
3944,1.0
3596,1.0
3117,0.0
3661,0.0
2602,1.0
3916,1.0
2559,1.0
3326,1.0
2057,1.0
3251,1.0
3740,1.0
2702,1.0
2437,1.0
2850,0.0
2396,1.0
3234,1.0
3381,1.0
3943,1.0
2672,0.0
3270,1.0
2290,0.0
2660,0.0
3493,1.0
3964,1.0
3197,1.0
3192,1.0
3728,1.0
2381,0.0
3469,0.0
3157,1.0
2725,0.0
2712,1.0
2577,1.0
2079,0.0
3703,1.0
3501,1.0
2895,0.0
3104,1.0
2222,0.0
3010,1.0
2116,1.0
3826,1.0
2176,0.0
2881,1.0
2158,1.0
2252,1.0
2118,1.0
3632,1.0
3881,1.0
2584,1.0
3975,0.0
3635,1.0
3798,1.0
2047,1.0
3470,0.0
2626,1.0
3690,0.0
3057,1.0
2853,1.0
2329,1.0
3794,1.0
3110,0.0
2823,1.0
2855,0.0
3592,0.0
2606,1.0
2546,0.0
3126,0.0
2450,1.0
2257,0.0
2023,0.0
2326,1.0
3511,0.0
3827,1.0
2706,1.0
2052,1.0
2012,1.0
2201,1.0
3963,0.0
