,x1,x2
2264,1.5,0.0
3950,0.9,-0.0
2554,0.7,0.3
2506,0.9,-0.0
2770,2.1,-0.0
2328,3.1,4.6
3668,1.7,-0.0
2291,1.3,-0.0
2445,1.9,-0.0
2708,0.3,2.7
3048,1.4,-0.0
2534,1.2,-0.0
3388,1.3,0.7
2754,1.4,0.0
2333,1.6,-0.0
3879,0.9,2.8
2126,2.8,0.0
2432,2.2,2.8
3522,1.0,-0.0
2008,1.4,0.0
3202,2.0,3.0
3346,2.3,0.0
3628,2.8,-0.0
2459,1.8,-0.0
3133,1.8,1.4
3684,2.3,0.0
3811,0.3,-0.0
2170,2.1,1.7
2253,0.9,-0.0
2307,1.0,2.8
2390,1.3,0.0
3443,2.6,0.7
3025,2.3,4.7
3560,0.7,0.0
3908,2.1,-0.0
3924,1.0,0.0
3207,0.9,3.0
3039,1.5,0.0
3425,1.7,3.1
3816,0.0,0.4
2983,1.2,3.6
3308,2.5,0.0
3704,2.6,3.8
3914,2.7,0.0
2722,2.4,-0.0
2083,1.2,0.0
2619,1.9,0.0
3242,2.9,-0.0
2243,1.4,0.6
2194,0.3,0.3
2435,1.0,0.4
2444,1.7,-0.0
3298,2.2,-0.0
3179,2.4,0.0
3581,1.8,3.2
2088,1.4,0.0
3853,2.3,0.0
2623,0.9,4.1
3838,2.4,0.0
3043,2.4,-0.0
2857,1.9,-0.0
3558,1.3,0.0
3526,1.0,2.5
2764,2.0,0.0
3436,1.1,-0.0
3278,1.2,-0.0
2915,2.1,0.0
3625,2.4,5.0
2473,1.4,0.0
3884,1.9,0.0
3906,1.0,0.0
3933,1.3,0.2
2867,1.3,0.0
3521,1.9,-0.0
2635,2.8,0.0
2438,2.4,-0.0
3848,1.5,0.0
3732,2.7,0.7
3806,0.4,0.0
2773,0.4,0.0
3109,0.3,0.0
2933,0.6,0.0
2063,2.1,0.4
3280,1.7,0.0
2747,0.7,0.0
2599,0.5,1.3
2628,2.0,-0.0
2286,0.4,0.0
3286,1.8,0.0
3320,1.3,0.0
2041,2.0,-0.0
3127,2.3,-0.0
3958,2.6,0.0
3183,1.5,-0.0
3081,1.8,0.0
2531,1.5,0.0
2090,1.5,0.0
2616,0.8,2.8
3273,1.9,-0.0
3310,0.9,0.0
3151,1.7,0.0
2677,0.7,0.0
3854,2.6,0.0
3141,2.5,0.0
3169,0.9,0.0
3026,0.5,3.0
3790,1.1,-0.0
2831,0.6,-0.0
3420,1.8,-0.0
3435,2.4,-0.0
3076,0.2,1.0
3915,1.6,3.1
2925,2.4,-0.0
2777,1.4,0.0
2784,1.9,0.0
2586,0.9,-0.0
3099,1.3,-0.0
3533,0.0,1.6
3017,0.9,1.6
3024,1.8,-0.0
2064,1.8,0.0
3944,1.2,0.0
3596,-0.0,4.7
3117,2.5,2.5
3661,0.5,2.7
2602,1.3,-0.0
3916,1.4,-0.0
2559,2.5,2.5
3326,0.9,-0.0
2057,2.9,2.6
3251,1.2,-0.0
3740,1.2,0.0
2702,2.6,-0.0
2437,2.5,-0.0
2850,2.7,4.5
2396,0.5,2.3
3234,0.2,1.5
3381,0.7,0.0
3943,1.0,-0.0
2672,0.7,0.0
3270,1.9,0.0
2290,1.9,-0.0
2660,2.7,2.6
3493,1.5,0.0
3964,2.8,-0.0
3197,0.6,0.0
3192,3.9,0.0
3728,1.0,4.5
2381,1.4,0.0
3469,0.5,0.5
3157,0.9,0.0
2725,3.1,-0.0
2712,1.6,-0.0
2577,1.2,1.8
2079,1.5,-0.0
3703,1.4,2.7
3501,0.8,0.0
2895,2.4,-0.0
3104,1.6,0.0
2222,1.8,0.0
3010,2.0,-0.0
2116,1.4,3.8
3826,1.8,-0.0
2176,1.4,-0.0
2881,3.0,-0.0
2158,1.9,0.0
2252,2.3,3.3
2118,1.0,-0.0
3632,1.9,3.2
3881,2.0,3.1
2584,1.0,0.9
3975,0.5,1.1
3635,1.5,-0.0
3798,1.0,-0.0
2047,1.3,-0.0
3470,0.9,-0.0
2626,0.4,0.0
3690,1.2,-0.0
3057,1.6,0.0
2853,0.7,0.0
2329,0.2,1.5
3794,1.9,5.6
3110,1.8,1.2
2823,1.1,-0.0
2855,0.4,-0.0
3592,1.2,0.0
2606,1.9,0.0
2546,1.0,-0.0
3126,0.9,-0.0
2450,2.4,4.6
2257,2.2,2.2
2023,1.4,0.0
2326,1.4,0.3
3511,4.2,4.6
3827,2.8,0.0
2706,3.3,3.1
2052,1.4,3.5
2012,2.6,-0.0
2201,0.1,0.9
3963,0.6,-0.0
