,x1,x2
2223,2.4,0.0
3504,-0.0,3.1
2418,1.8,2.0
2507,0.1,4.2
2205,1.7,-0.0
3700,2.3,-0.0
2120,4.4,5.1
3258,0.0,4.1
2827,2.3,0.0
3077,1.7,-0.0
3160,2.0,-0.0
2385,1.8,0.0
2286,2.4,4.2
3036,2.2,0.0
3672,1.1,1.9
3373,2.1,3.4
2378,2.3,-0.0
2334,2.4,0.0
2468,2.7,0.0
3720,2.2,-0.0
3377,3.1,0.0
3669,2.3,-0.0
2790,2.6,-0.0
2590,2.2,0.0
3926,1.2,4.2
3538,1.4,7.7
2227,2.3,3.5
2261,3.1,0.0
3454,2.0,4.1
3802,2.5,-0.0
3312,2.1,3.6
2254,1.4,4.6
2000,3.7,-0.0
2365,1.9,-0.0
3684,1.8,5.0
3559,2.6,-0.0
2119,1.8,-0.0
3437,1.8,0.0
3955,1.8,-0.0
3381,1.0,3.1
3934,2.5,0.0
3117,3.2,0.0
3240,2.1,-0.0
2049,0.1,2.8
2512,2.2,0.0
2200,2.4,-0.0
3479,2.9,0.0
2451,3.0,-0.0
3353,1.6,-0.0
3322,1.9,0.0
3427,2.1,-0.0
2255,2.1,3.4
2601,2.7,0.0
2747,1.7,2.7
2494,2.5,-0.0
2659,2.0,-0.0
3251,2.1,0.0
3617,2.6,0.0
3868,1.7,-0.0
3902,2.9,0.0
2985,2.6,0.0
3021,-0.0,4.6
2456,0.2,3.1
2802,2.7,0.0
2057,1.9,3.5
2719,2.8,1.9
2648,2.1,-0.0
3568,1.6,2.6
2821,1.5,3.0
3297,2.1,-0.0
3138,1.8,-0.0
2589,1.6,-0.0
2906,1.6,-0.0
3386,2.3,0.0
2020,3.3,0.0
2241,1.9,3.6
2625,2.0,-0.0
3282,2.0,1.6
2050,1.6,-0.0
3860,1.0,4.2
2217,2.6,3.5
2766,2.7,0.0
3066,2.0,5.2
2592,1.5,-0.0
2646,3.8,0.0
2594,2.3,4.5
2157,2.6,0.0
2390,2.4,-0.0
3039,1.1,3.6
3238,0.0,4.3
3330,1.6,0.0
2581,2.5,0.0
2529,2.3,0.0
3729,1.4,-0.0
3983,2.5,-0.0
2652,3.8,4.0
3554,2.5,-0.0
3404,4.2,3.8
2803,2.2,3.2
3147,2.4,0.0
2712,1.9,0.0
2714,1.9,0.0
2153,1.9,-0.0
2124,2.3,4.2
3829,2.0,-0.0
3509,1.3,-0.0
2783,2.1,-0.0
2611,1.4,4.1
3650,1.5,-0.0
2237,2.0,0.0
3505,2.2,0.0
2289,2.9,-0.0
3207,2.1,0.0
2128,2.1,0.0
3621,2.5,0.0
2685,1.6,4.1
3506,2.4,-0.0
2327,2.9,0.0
3394,3.2,3.6
2253,1.6,-0.0
3688,2.6,-0.0
2868,2.6,0.0
3497,2.1,-0.0
2493,0.7,3.1
3053,2.5,0.0
2485,2.8,5.4
3007,3.6,0.0
3542,2.4,-0.0
2067,3.4,0.0
3958,1.9,-0.0
2729,1.9,-0.0
2867,2.2,-0.0
2220,2.5,-0.0
3667,2.3,0.0
3372,2.9,-0.0
2112,3.3,-0.0
3880,1.0,4.0
2381,1.3,2.8
2549,3.2,-0.0
3733,1.8,-0.0
2111,2.0,0.0
3210,1.9,4.2
2422,1.6,0.0
2088,2.4,-0.0
2670,0.7,1.8
3052,2.1,-0.0
2214,2.6,4.2
2426,1.4,3.1
2696,1.6,0.0
3706,1.8,0.0
3287,1.9,-0.0
2221,1.6,-0.0
2786,0.2,6.2
3338,3.1,4.2
3116,3.6,0.0
2142,0.9,4.1
2125,2.1,3.0
3747,3.2,3.6
3348,2.8,4.1
3169,2.3,1.5
3758,2.3,0.0
2998,1.9,0.0
3999,1.6,-0.0
2694,0.9,2.6
3713,1.4,3.1
3517,2.2,-0.0
2645,2.0,-0.0
3841,3.3,0.0
2958,1.2,4.7
3750,2.4,-0.0
3018,2.5,0.0
3507,2.3,4.7
3415,2.9,0.0
3467,1.1,2.6
2228,3.1,-0.0
2275,2.7,0.0
2579,2.5,-0.0
2894,1.8,3.3
3133,3.1,3.1
2875,3.1,0.0
2130,2.0,0.0
3689,2.1,4.7
2448,3.0,0.0
2121,2.2,-0.0
2244,1.7,0.0
2308,2.8,0.0
2930,4.3,0.0
3237,2.1,-0.0
3288,2.0,5.2
3093,2.9,0.0
2188,2.7,0.0
3739,1.9,3.8
3471,2.6,0.0
2009,3.6,4.6
3499,2.0,-0.0
3963,3.0,-0.0
3965,2.2,0.0
2686,2.7,5.2
3927,2.2,0.0
2846,1.8,3.3
