,x1,x2
964,2.6,2.7
871,1.4,2.6
552,2.1,3.1
751,0.5,2.1
639,0.7,0.0
558,2.1,3.2
775,1.3,0.0
710,1.2,-0.0
662,1.2,-0.0
615,0.2,2.3
700,0.8,-0.0
841,1.0,0.0
937,1.7,-0.0
515,2.5,3.3
568,1.4,-0.0
833,1.4,0.0
526,1.5,1.3
856,0.2,1.3
688,1.3,1.5
560,2.3,0.0
761,3.1,4.4
808,2.1,-0.0
817,1.5,2.2
581,0.7,2.3
785,2.3,2.8
812,1.3,3.6
957,1.0,-0.0
701,0.0,1.3
637,1.9,0.0
743,1.2,2.3
947,2.0,-0.0
592,1.2,-0.0
562,2.2,2.6
617,1.9,2.6
721,1.4,0.0
658,1.0,0.0
948,3.5,3.1
598,0.7,0.0
507,1.1,-0.0
566,0.6,2.3
522,1.0,1.5
567,0.5,2.6
924,1.6,0.0
541,1.3,1.1
831,2.7,-0.0
506,0.1,0.9
647,0.5,2.1
502,1.4,0.0
973,0.3,1.8
504,2.3,3.3
904,2.3,4.4
753,1.0,2.1
527,3.0,1.8
880,1.0,0.0
685,1.0,0.0
939,0.0,2.6
896,0.3,1.4
636,1.4,1.9
858,0.9,3.1
799,1.4,0.0
782,2.1,0.7
746,0.1,1.8
794,2.1,0.0
926,2.1,0.9
993,0.5,2.1
959,0.8,1.8
513,1.9,2.5
732,1.8,1.8
599,0.3,1.4
829,1.5,-0.0
834,0.7,0.0
988,0.5,2.6
778,1.1,0.0
605,1.4,-0.0
594,1.5,2.1
845,2.3,1.3
912,1.4,-0.0
622,0.7,2.6
954,1.1,0.0
838,2.5,1.8
756,1.6,0.0
909,1.5,2.1
763,1.1,2.6
981,1.3,0.0
737,1.1,0.0
921,1.4,0.0
791,1.3,0.9
760,1.4,2.1
521,0.1,1.8
920,0.3,2.3
835,3.1,1.8
509,1.7,-0.0
943,1.4,0.0
832,2.3,-0.0
865,1.4,2.1
777,0.9,2.1
750,1.8,1.3
725,1.4,-0.0
720,1.1,0.0
950,0.3,1.3
