,h_post,h_post_individualized
13419,0.8,
15142,0.9,
19753,0.9,
13446,0.74,
12822,0.56,
17515,0.78,
15486,0.76,
14111,0.64,
11658,0.9,
12507,0.88,
14971,0.88,
15973,0.92,
15575,0.96,
10877,0.9,
17208,0.72,
14125,0.9,
14216,0.8,
19153,0.88,
14820,0.94,
17470,0.76,
19913,0.66,
14402,0.86,
17332,0.78,
19761,0.78,
19529,0.76,
10417,0.92,
13078,0.62,
16105,0.88,
17318,0.78,
18994,0.7,
16554,0.5,
10318,0.98,
15789,0.88,
12487,0.9,
18430,0.82,
16008,0.9,
11111,0.74,
19594,0.78,
14733,0.86,
19427,0.96,
11314,0.9,
16021,0.88,
17078,0.82,
11276,0.8,
10930,0.9,
10010,0.9,
17886,0.92,
15507,0.56,
12759,0.92,
14069,0.74,
14764,0.86,
15876,0.86,
17448,0.86,
15519,0.92,
15565,0.78,
14443,0.94,
18482,0.72,
15042,0.78,
17117,0.76,
19699,0.84,
14546,0.9,
10654,0.92,
13851,0.86,
14404,0.74,
18691,0.94,
15933,0.78,
17739,0.78,
15747,1.0,
10284,0.76,
16106,0.88,
12931,0.88,
18827,0.88,
14094,0.96,
10009,0.86,
17124,0.88,
10707,0.88,
13088,0.98,
13716,0.78,
18312,0.9,
10301,0.82,
14781,0.76,
10161,0.98,
12884,1.0,
12168,0.96,
18139,0.74,
15387,0.76,
17158,0.6,
18449,0.86,
10772,0.8,
15821,0.9,
14727,1.0,
12734,0.78,
14281,0.9,
13965,0.74,
19671,0.86,
10537,0.72,
15988,0.86,
13357,0.86,
11280,0.9,
15259,1.0,
14450,0.9,
12273,0.78,
19853,0.98,
18711,0.88,
16777,0.94,
14914,0.88,
11157,0.78,
17335,0.92,
19859,0.98,
16977,0.88,
18893,0.92,
16507,0.96,
16375,0.8,
17031,0.9,
17846,0.7,
15960,0.78,
11273,1.0,
12453,0.6,
14268,0.66,
17105,0.86,
18282,0.62,
11595,0.94,
15298,0.92,
17301,0.78,
15517,0.8,
17278,1.0,
18840,0.9,
12908,0.88,
16698,0.68,
11628,0.88,
18788,0.96,
15739,0.96,
13420,1.0,
12876,0.86,
18370,0.82,
17698,0.56,
19249,0.88,
15254,0.86,
14493,0.82,
11727,0.9,
15293,0.98,
14425,1.0,
18870,0.76,
14831,0.86,
12284,0.8,
15824,1.0,
14454,0.88,
13969,0.82,
18409,0.88,
18998,0.98,
16566,0.82,
12193,0.86,
11740,0.78,
17734,0.9,
14013,0.6,
11028,0.98,
17500,0.98,
13707,0.78,
15724,0.74,
11365,0.8,
18772,0.88,
11024,0.66,
12573,0.9,
17224,0.94,
19009,0.74,
18991,0.94,
13324,0.94,
17657,0.76,
16154,0.74,
15388,0.76,
11507,0.8,
15509,0.96,
12442,0.98,
18085,0.86,
10658,0.98,
18128,0.92,
17669,0.84,
17345,0.9,
13560,0.9,
10426,0.96,
18423,0.86,
14804,0.62,
17466,0.94,
16302,0.78,
16132,0.94,
12586,0.92,
18503,0.8,
19811,0.88,
17175,0.86,
13538,0.9,
14734,0.76,
19620,0.96,
12752,0.86,
18702,0.88,
10077,0.88,
15074,0.84,
10897,0.88,
17878,0.64,
13185,0.82,
16058,0.76,
