,y_hat
1284,False
1494,False
1175,False
1911,False
1453,False
1905,False
1528,False
1084,False
1431,False
1379,False
1786,False
1422,False
1502,False
1309,False
1233,False
1025,False
1685,False
1821,False
1006,False
1744,False
1217,False
1031,False
1065,False
1008,False
1329,False
1799,False
1286,False
1946,False
1603,False
1622,False
1996,False
1649,False
1103,False
1024,False
1595,False
1941,False
1813,False
1863,False
1110,False
1661,False
1521,False
1961,False
1483,False
1221,False
1975,False
1135,False
1865,False
1038,False
1243,False
1676,False
1588,False
1580,False
1880,False
1697,False
1536,False
1518,False
1353,False
1496,False
1492,False
1776,False
1472,False
1396,False
1061,False
1552,False
1630,False
1971,False
1168,False
1129,False
1555,False
1464,False
1278,False
1072,False
1737,False
1039,False
1454,False
1402,False
1966,False
1700,False
1029,False
1594,False
1838,False
1735,False
1063,False
1381,False
1855,False
1059,False
1862,False
1977,False
1068,False
1563,False
1978,False
1476,False
1449,False
1298,False
1980,False
1923,False
1122,False
1859,False
1683,False
1446,False
