,years_experience,degree
342,1.0,0.0
326,0.0,2.0
340,2.0,1.0
336,1.0,1.0
222,1.0,1.0
293,0.0,3.0
245,0.0,2.0
348,0.0,2.0
227,1.0,0.0
353,0.0,2.0
396,2.0,0.0
377,1.0,1.0
385,0.0,1.0
246,0.0,1.0
317,0.0,1.0
255,0.0,2.0
362,0.0,1.0
308,0.0,2.0
357,1.0,1.0
260,1.0,2.0
325,0.0,3.0
256,1.0,1.0
387,0.0,1.0
294,0.0,1.0
333,0.0,1.0
272,1.0,0.0
213,3.0,0.0
299,0.0,2.0
201,2.0,0.0
338,0.0,1.0
355,0.0,3.0
394,1.0,2.0
323,0.0,2.0
264,0.0,2.0
341,2.0,1.0
390,0.0,2.0
315,1.0,2.0
337,2.0,2.0
380,0.0,1.0
332,0.0,1.0
306,1.0,1.0
219,1.0,0.0
292,1.0,0.0
316,0.0,1.0
331,1.0,1.0
203,1.0,0.0
366,0.0,1.0
225,1.0,1.0
239,1.0,0.0
386,1.0,0.0
