,y_hat
1486,False
1909,False
1490,False
1528,False
1977,False
1084,False
1603,False
1401,False
1382,False
1455,False
1025,False
1918,False
1333,False
1222,False
1006,False
1065,False
1863,False
1480,False
1031,False
1008,False
1730,False
1185,False
1453,False
1682,False
1472,False
1103,False
1218,False
1961,False
1502,False
1821,False
1595,False
1622,False
1862,False
1284,False
1110,False
1286,False
1761,False
1941,False
1588,False
1917,False
1799,False
1498,False
1449,False
1038,False
1311,False
1636,False
1515,False
1855,False
1996,False
1786,False
1696,False
1567,False
1234,False
1287,False
1732,False
1061,False
1536,False
1630,False
1971,False
1966,False
1170,False
1246,False
1813,False
1129,False
1555,False
1409,False
1072,False
1865,False
1039,False
1446,False
1396,False
1494,False
1700,False
1029,False
1594,False
1947,False
1675,False
1063,False
1975,False
1483,False
1059,False
1524,False
1676,False
1068,False
1563,False
1978,False
1464,False
1880,False
1299,False
1980,False
1923,False
1122,False
1859,False
1620,False
1946,False
1454,False
1091,False
1889,False
1271,False
1828,False
