,y_hat
2572,False
2233,False
2973,False
2472,False
3781,False
2676,False
2143,False
2955,False
2768,False
2002,False
3967,False
2062,False
2275,False
3998,False
2703,False
2511,False
2822,False
3519,False
2756,False
3141,False
3222,False
2454,False
2481,False
2560,False
3205,False
3240,False
3809,False
3722,False
3486,False
2133,False
2419,False
3770,False
2260,False
3718,False
2488,False
3920,False
3447,False
3247,False
2435,False
2495,False
2421,False
2319,False
3509,False
2716,False
2599,False
3656,False
2886,False
3925,False
2834,False
2719,False
3797,False
2282,False
3358,False
2170,False
2131,False
2653,False
2905,False
2033,False
3615,False
3220,False
3552,False
2751,False
2535,False
2678,False
2126,False
2411,False
3820,False
3490,False
3806,False
2455,False
3992,False
3049,False
2924,False
3072,False
3101,False
3772,False
2897,False
3293,False
3298,False
3484,False
3974,False
2157,False
3601,False
3194,False
3147,False
3063,False
3884,False
2742,False
2370,False
3331,False
2950,False
3838,False
3463,False
3339,False
2530,False
3999,False
2336,False
2323,False
2082,False
2637,False
3571,False
2430,False
2891,False
3261,False
3389,False
3628,False
3610,False
2395,False
2995,False
3419,False
2054,False
2066,False
2825,False
2670,False
3044,False
3045,False
3913,False
3554,False
2877,False
3243,False
2566,False
2503,False
3731,False
2762,False
3562,False
3711,False
2642,False
3127,False
2993,False
3847,False
2860,False
2939,False
3810,False
2429,False
2925,False
3757,False
2156,False
2469,False
2777,False
3073,False
3748,False
3133,False
2489,False
3857,False
3304,False
2581,False
2545,False
2368,False
3362,False
2043,False
3152,False
3936,False
3450,False
2317,False
3092,False
2465,False
2182,False
2355,False
3891,False
3686,False
3187,False
3494,False
2420,False
2467,False
3730,False
2085,False
2682,False
3902,False
2416,False
2221,False
3416,False
3520,False
2675,False
2447,False
2266,False
2259,False
2963,False
3181,False
3606,False
3899,False
3422,False
3435,False
3363,False
2050,False
2619,False
3673,False
2116,False
2686,False
2058,False
3043,False
2484,False
2437,False
3779,False
2385,False
2980,False
3564,False
2135,False
3107,False
3859,False
2491,False
