,y_hat
2021,False
2869,False
2346,False
2241,False
3154,False
2586,False
2456,False
2523,False
2577,False
3826,False
2554,False
2245,False
3839,False
2782,False
3469,False
2930,False
2074,False
2140,False
2003,False
2822,False
2619,False
3882,False
2528,False
2369,False
2854,False
2890,False
2655,False
3062,False
3778,False
2321,False
2145,False
2158,False
2728,False
3767,False
2889,False
3756,False
3317,False
2109,False
2363,False
3095,False
2641,False
3937,False
3356,False
3265,False
3511,False
3788,False
3094,False
2831,False
2744,False
2719,False
3818,False
2788,False
2173,False
2679,False
2567,False
2672,False
2001,False
2112,False
2038,False
2337,False
2065,False
2490,False
3526,False
3813,False
2188,False
3450,False
3049,False
3593,False
2249,False
2062,False
3893,False
2121,False
2331,False
2735,False
2690,False
2242,False
2217,False
3287,False
2497,False
2013,False
3538,False
2976,False
3831,False
3369,False
2256,False
3012,False
2682,False
2328,False
3446,False
2150,False
3134,False
2227,False
3292,False
2629,False
2094,False
3836,False
3212,False
2288,False
2578,False
2885,False
2615,False
3087,False
3160,False
2659,False
3451,False
3766,False
2534,False
2208,False
2247,False
3410,False
2642,False
3145,False
2472,False
2585,False
3055,False
3121,False
3339,False
3164,False
3523,False
3267,False
2587,False
2386,False
2815,False
2668,False
2104,False
3572,False
2378,False
3810,False
3783,False
3328,False
2777,False
2705,False
3208,False
2591,False
2502,False
2904,False
3238,False
2207,False
3910,False
3739,False
3210,False
3791,False
2996,False
3931,False
3286,False
3497,False
3866,False
3717,False
2148,False
2339,False
2956,False
2569,False
2047,False
3529,False
3435,False
3744,False
3354,False
3337,False
2650,False
3250,False
3368,False
3932,False
2538,False
2185,False
2767,False
2950,False
2237,False
3124,False
3024,False
3923,False
2181,False
2613,False
2215,False
3358,False
3684,False
3162,False
2156,False
2627,False
2551,False
3718,False
3886,False
3015,False
3289,False
2391,False
2818,False
3553,False
3576,False
2389,False
2201,False
3600,False
3537,False
2738,False
3377,False
3384,False
3253,False
2083,False
2404,False
2082,False
3244,False
2011,False
