,y
3721,1.0
3803,0.0
2092,0.0
3837,1.0
3088,0.0
2438,0.0
2198,1.0
3919,0.0
3024,1.0
3864,1.0
3829,1.0
2987,1.0
2207,0.0
2200,1.0
2138,0.0
2298,0.0
3097,0.0
3532,0.0
2812,1.0
2001,0.0
3549,0.0
3298,0.0
3628,1.0
3370,0.0
3857,0.0
2684,0.0
2839,0.0
2116,1.0
2553,0.0
3010,0.0
2861,0.0
2171,0.0
3054,0.0
2924,1.0
3711,0.0
3674,1.0
2222,1.0
2881,1.0
2119,0.0
3235,1.0
3809,0.0
3144,1.0
2341,1.0
2532,0.0
3136,1.0
3743,0.0
3479,0.0
3689,0.0
3500,1.0
2389,1.0
2471,0.0
2689,1.0
3252,0.0
2252,0.0
2210,1.0
2642,0.0
2715,1.0
2388,1.0
2441,1.0
2244,1.0
2787,1.0
2378,0.0
3378,0.0
2004,0.0
3647,1.0
3706,0.0
2049,0.0
3269,1.0
3822,1.0
3861,0.0
2218,1.0
2211,0.0
2111,0.0
2688,0.0
2386,1.0
2150,0.0
2109,1.0
2843,0.0
3331,0.0
2279,0.0
2674,1.0
3514,0.0
2882,0.0
3965,0.0
3600,0.0
3931,0.0
3545,0.0
3865,1.0
2545,1.0
2764,0.0
3080,0.0
3763,1.0
3901,1.0
2635,0.0
2955,0.0
2622,1.0
2753,1.0
3840,0.0
2457,0.0
2495,0.0
3448,0.0
3584,0.0
2679,0.0
2677,0.0
3562,0.0
3664,1.0
2777,0.0
3046,1.0
2647,1.0
2380,0.0
2044,0.0
2156,0.0
3935,0.0
2998,0.0
2504,1.0
2401,1.0
2041,1.0
3842,0.0
2294,1.0
3676,1.0
3251,1.0
3102,0.0
2071,1.0
3110,0.0
3364,0.0
3802,1.0
2785,0.0
2275,0.0
3715,1.0
3729,0.0
3447,1.0
3355,0.0
2042,0.0
3437,0.0
3602,0.0
3003,1.0
2950,1.0
2384,0.0
3152,0.0
2968,1.0
3771,0.0
2434,1.0
3542,0.0
2411,0.0
3845,1.0
2189,0.0
2659,0.0
3687,1.0
2909,1.0
2737,1.0
3798,0.0
3694,1.0
3506,1.0
3535,1.0
3990,0.0
2698,0.0
3951,1.0
3140,1.0
2382,0.0
3566,0.0
3320,0.0
2899,1.0
2296,0.0
2867,1.0
2101,1.0
2511,1.0
3263,0.0
3651,1.0
3777,1.0
3787,1.0
2253,0.0
2260,1.0
2163,1.0
2761,0.0
2164,1.0
3751,0.0
2195,0.0
2623,0.0
2339,1.0
2102,1.0
3353,1.0
3398,1.0
2079,0.0
2414,0.0
3394,0.0
3446,1.0
3233,0.0
2518,1.0
2176,1.0
2046,0.0
3482,0.0
2976,0.0
3169,1.0
3050,1.0
2541,1.0
2490,0.0
2650,1.0
3031,1.0
2234,0.0
3911,1.0
