,u_years_experience,u_degree,u_senior-level_skill,u_nr_commits,u_nr_languages,u_nr_stars
2000,3.0,0.0,0.36037874,6.0,8.0,8.0
2001,1.0,0.0,0.7550987,5.0,0.0,4.0
2002,3.0,0.0,0.61800337,4.0,7.0,5.0
2003,2.0,1.0,0.11925197,3.0,6.0,6.0
2004,2.0,1.0,0.32770205,2.0,1.0,10.0
2005,7.0,1.0,0.55433524,3.0,1.0,6.0
2006,8.0,0.0,0.8485987,3.0,5.0,5.0
2007,2.0,0.0,0.60036516,9.0,5.0,2.0
2008,3.0,1.0,0.38354945,5.0,8.0,7.0
2009,1.0,1.0,0.61236036,1.0,4.0,2.0
2010,2.0,1.0,0.19724596,2.0,9.0,6.0
2011,5.0,2.0,0.4814571,3.0,5.0,4.0
2012,2.0,2.0,0.83467805,4.0,4.0,7.0
2013,3.0,0.0,0.31459427,6.0,0.0,1.0
2014,3.0,0.0,0.25468254,4.0,0.0,0.0
2015,6.0,0.0,0.51169145,4.0,6.0,5.0
2016,1.0,2.0,0.662578,3.0,8.0,2.0
2017,4.0,0.0,0.64683604,4.0,2.0,3.0
2018,3.0,0.0,0.10216737,3.0,3.0,1.0
2019,4.0,2.0,0.088957906,6.0,2.0,3.0
2020,3.0,2.0,0.30003715,6.0,12.0,1.0
2021,3.0,2.0,0.39697433,1.0,3.0,7.0
2022,1.0,2.0,0.6118139,1.0,0.0,0.0
2023,4.0,0.0,0.48627496,4.0,1.0,6.0
2024,3.0,1.0,0.34206605,0.0,3.0,5.0
2025,3.0,2.0,0.42338657,3.0,0.0,10.0
2026,4.0,3.0,0.63912594,4.0,5.0,4.0
2027,0.0,0.0,0.56416774,8.0,2.0,3.0
2028,3.0,2.0,0.40974498,6.0,0.0,2.0
2029,5.0,0.0,0.7138442,7.0,0.0,1.0
2030,0.0,0.0,0.037474155,3.0,3.0,1.0
2031,5.0,0.0,0.80506694,4.0,0.0,4.0
2032,2.0,1.0,0.2347033,4.0,0.0,3.0
2033,1.0,0.0,0.64258647,5.0,0.0,10.0
2034,4.0,0.0,0.61394227,2.0,14.0,3.0
2035,2.0,2.0,0.39820302,4.0,2.0,2.0
2036,4.0,0.0,0.78297997,2.0,4.0,4.0
2037,3.0,2.0,0.066770315,6.0,8.0,5.0
2038,4.0,0.0,0.6923009,1.0,10.0,6.0
2039,4.0,0.0,0.22221541,4.0,3.0,6.0
2040,1.0,0.0,0.58057153,1.0,1.0,6.0
2041,4.0,0.0,0.6349938,4.0,0.0,3.0
2042,1.0,0.0,0.31849647,6.0,11.0,3.0
2043,2.0,3.0,0.5478449,4.0,1.0,3.0
2044,4.0,1.0,0.096880436,9.0,14.0,6.0
2045,6.0,0.0,0.5397546,0.0,2.0,5.0
2046,1.0,0.0,0.3299141,4.0,0.0,3.0
2047,1.0,0.0,0.15332794,3.0,5.0,5.0
2048,2.0,2.0,0.8900808,4.0,1.0,3.0
2049,3.0,1.0,0.28349602,8.0,1.0,5.0
2050,2.0,0.0,0.5422447,0.0,2.0,2.0
2051,2.0,0.0,0.37346578,5.0,6.0,7.0
2052,2.0,0.0,0.50823164,2.0,2.0,4.0
2053,5.0,1.0,0.2771188,5.0,6.0,3.0
2054,4.0,2.0,0.24523985,3.0,1.0,3.0
2055,5.0,2.0,0.74153376,4.0,0.0,6.0
2056,3.0,2.0,0.4841534,5.0,3.0,7.0
2057,11.0,2.0,0.9801189,3.0,6.0,10.0
2058,0.0,1.0,0.3493607,4.0,4.0,5.0
2059,4.0,0.0,0.8522588,4.0,3.0,4.0
2060,2.0,0.0,0.28283048,3.0,2.0,2.0
2061,1.0,2.0,0.32514966,2.0,0.0,5.0
2062,4.0,2.0,0.8786026,4.0,5.0,2.0
2063,3.0,1.0,0.047817826,3.0,6.0,2.0
2064,1.0,1.0,0.874594,8.0,4.0,6.0
2065,2.0,2.0,0.016964078,3.0,8.0,2.0
2066,0.0,0.0,0.61505485,6.0,7.0,3.0
2067,0.0,0.0,0.5483897,4.0,2.0,2.0
2068,3.0,0.0,0.7892091,8.0,2.0,10.0
2069,1.0,0.0,0.99316525,6.0,3.0,3.0
2070,4.0,2.0,0.757229,6.0,1.0,4.0
2071,1.0,2.0,0.4870062,3.0,1.0,8.0
2072,3.0,0.0,0.116984725,1.0,12.0,4.0
2073,0.0,2.0,0.023267627,3.0,3.0,8.0
2074,0.0,1.0,0.18537378,5.0,4.0,8.0
2075,0.0,0.0,0.6399064,3.0,2.0,9.0
2076,4.0,2.0,0.4032035,2.0,0.0,2.0
2077,3.0,2.0,0.7637657,3.0,3.0,2.0
2078,2.0,2.0,0.25601923,0.0,2.0,6.0
2079,6.0,2.0,0.25541878,1.0,1.0,2.0
2080,4.0,2.0,0.7397715,9.0,6.0,3.0
2081,3.0,0.0,0.2765211,4.0,2.0,4.0
2082,5.0,0.0,0.7240068,1.0,16.0,2.0
2083,2.0,0.0,0.9058068,4.0,3.0,5.0
2084,2.0,1.0,0.13806224,6.0,3.0,7.0
2085,3.0,0.0,0.21704876,1.0,5.0,2.0
2086,7.0,1.0,0.3665706,4.0,1.0,4.0
2087,5.0,1.0,0.9955903,2.0,3.0,6.0
2088,2.0,0.0,0.84119844,5.0,3.0,1.0
2089,2.0,1.0,0.6699414,4.0,5.0,4.0
2090,6.0,2.0,0.84555197,5.0,11.0,5.0
2091,7.0,0.0,0.2676022,5.0,3.0,3.0
2092,5.0,2.0,0.22010839,3.0,10.0,9.0
2093,3.0,2.0,0.38761866,0.0,1.0,6.0
2094,2.0,0.0,0.30522573,1.0,6.0,4.0
2095,4.0,0.0,0.04612708,2.0,4.0,8.0
2096,0.0,0.0,0.50039566,4.0,10.0,0.0
2097,2.0,0.0,0.7122774,3.0,0.0,8.0
2098,4.0,0.0,0.08166683,1.0,7.0,3.0
2099,2.0,0.0,0.32013845,1.0,9.0,2.0
2100,8.0,0.0,0.670208,7.0,5.0,2.0
2101,8.0,0.0,0.23681402,4.0,3.0,5.0
2102,0.0,1.0,0.95734274,3.0,6.0,3.0
2103,2.0,2.0,0.9534724,5.0,4.0,2.0
2104,4.0,0.0,0.93261886,2.0,15.0,3.0
2105,5.0,3.0,0.1404146,2.0,0.0,1.0
2106,1.0,1.0,0.43355107,5.0,1.0,3.0
2107,2.0,0.0,0.33623624,9.0,7.0,3.0
2108,2.0,0.0,0.7423811,2.0,7.0,6.0
2109,5.0,1.0,0.89164245,4.0,2.0,6.0
2110,3.0,2.0,0.31925666,3.0,5.0,2.0
2111,0.0,0.0,0.42878008,3.0,0.0,3.0
2112,0.0,0.0,0.29559934,3.0,3.0,3.0
2113,3.0,2.0,0.72022617,4.0,2.0,1.0
2114,2.0,1.0,0.6865338,3.0,3.0,2.0
2115,2.0,3.0,0.3506117,2.0,3.0,1.0
2116,0.0,2.0,0.53944993,2.0,5.0,4.0
2117,3.0,1.0,0.6634295,4.0,6.0,5.0
2118,2.0,2.0,0.13416433,2.0,8.0,1.0
2119,0.0,0.0,0.72400784,6.0,1.0,4.0
2120,1.0,0.0,0.043521404,6.0,1.0,6.0
2121,2.0,2.0,0.80908704,2.0,3.0,5.0
2122,3.0,2.0,0.8538408,3.0,3.0,5.0
2123,0.0,0.0,0.9398062,4.0,4.0,2.0
2124,3.0,1.0,0.5232028,2.0,5.0,7.0
2125,5.0,0.0,0.69680226,4.0,7.0,1.0
2126,4.0,3.0,0.5025686,2.0,7.0,1.0
2127,2.0,0.0,0.65995324,2.0,3.0,3.0
2128,1.0,0.0,0.050203085,4.0,4.0,6.0
2129,5.0,1.0,0.44357252,2.0,3.0,2.0
2130,1.0,2.0,0.51170456,6.0,1.0,2.0
2131,2.0,2.0,0.29614425,6.0,8.0,4.0
2132,2.0,0.0,0.8807504,3.0,10.0,13.0
2133,5.0,2.0,0.27157378,6.0,5.0,3.0
2134,4.0,2.0,0.99846685,2.0,1.0,8.0
2135,5.0,3.0,0.7079241,3.0,1.0,2.0
2136,3.0,2.0,0.33692122,4.0,1.0,0.0
2137,4.0,0.0,0.7805178,3.0,7.0,6.0
2138,0.0,0.0,0.18743372,9.0,1.0,2.0
2139,3.0,2.0,0.68281436,2.0,3.0,6.0
2140,3.0,0.0,0.23113155,3.0,4.0,6.0
2141,6.0,1.0,0.72142756,5.0,14.0,6.0
2142,2.0,2.0,0.88611436,4.0,7.0,2.0
2143,2.0,2.0,0.5784775,2.0,10.0,3.0
2144,1.0,0.0,0.79714644,4.0,1.0,6.0
2145,1.0,2.0,0.60995007,3.0,9.0,4.0
2146,3.0,0.0,0.3090831,1.0,4.0,4.0
2147,5.0,0.0,0.5229236,2.0,9.0,4.0
2148,1.0,2.0,0.28166735,0.0,8.0,3.0
2149,2.0,0.0,0.67834437,4.0,0.0,3.0
2150,6.0,2.0,0.95281315,5.0,4.0,3.0
2151,1.0,0.0,0.081115246,4.0,1.0,3.0
2152,5.0,1.0,0.018608332,2.0,1.0,2.0
2153,2.0,0.0,0.3306533,2.0,5.0,2.0
2154,2.0,2.0,0.6117134,2.0,1.0,8.0
2155,0.0,1.0,0.37240696,2.0,0.0,0.0
2156,4.0,2.0,0.12238157,3.0,0.0,1.0
2157,4.0,2.0,0.9947716,4.0,3.0,5.0
2158,4.0,0.0,0.8205676,4.0,0.0,6.0
2159,2.0,0.0,0.06549311,6.0,3.0,0.0
2160,1.0,0.0,0.22481167,3.0,5.0,6.0
2161,8.0,0.0,0.032238126,4.0,4.0,8.0
2162,2.0,0.0,0.034433603,3.0,9.0,1.0
2163,3.0,0.0,0.9006709,4.0,5.0,1.0
2164,4.0,2.0,0.37977648,4.0,3.0,1.0
2165,4.0,3.0,0.65527105,4.0,10.0,4.0
2166,4.0,2.0,0.59257853,3.0,1.0,8.0
2167,2.0,2.0,0.34441984,5.0,1.0,1.0
2168,1.0,2.0,0.51958156,9.0,3.0,5.0
2169,0.0,1.0,0.75796294,2.0,5.0,4.0
2170,3.0,1.0,0.9347081,4.0,8.0,1.0
2171,4.0,0.0,0.16685629,2.0,0.0,4.0
2172,4.0,0.0,0.16810799,4.0,3.0,5.0
2173,5.0,3.0,0.10643506,4.0,7.0,4.0
2174,4.0,2.0,0.13499308,7.0,7.0,3.0
2175,0.0,0.0,0.06398857,8.0,3.0,6.0
2176,4.0,0.0,0.028986692,2.0,6.0,6.0
2177,2.0,0.0,0.9670726,3.0,1.0,4.0
2178,7.0,0.0,0.12580502,6.0,1.0,11.0
2179,2.0,0.0,0.9181818,5.0,1.0,5.0
2180,0.0,0.0,0.86994004,4.0,0.0,6.0
2181,3.0,2.0,0.75133646,4.0,4.0,2.0
2182,3.0,3.0,0.30958807,4.0,1.0,1.0
2183,0.0,1.0,0.8810562,4.0,6.0,7.0
2184,1.0,1.0,0.97636104,4.0,9.0,4.0
2185,5.0,1.0,0.5549997,7.0,4.0,3.0
2186,8.0,0.0,0.09505308,3.0,6.0,4.0
2187,2.0,1.0,0.56487036,4.0,3.0,1.0
2188,3.0,0.0,0.13319302,1.0,2.0,6.0
2189,2.0,0.0,0.95817924,2.0,4.0,3.0
2190,10.0,1.0,0.2358216,4.0,5.0,2.0
2191,1.0,0.0,0.75060046,4.0,4.0,1.0
2192,9.0,1.0,0.79973495,1.0,3.0,4.0
2193,2.0,2.0,0.4436177,5.0,18.0,5.0
2194,6.0,0.0,0.48826337,4.0,2.0,8.0
2195,1.0,0.0,0.13629091,3.0,0.0,6.0
2196,2.0,0.0,0.69342995,3.0,7.0,4.0
2197,0.0,2.0,0.24807441,6.0,3.0,1.0
2198,4.0,0.0,0.3580072,4.0,6.0,1.0
2199,1.0,2.0,0.15134084,4.0,1.0,6.0
2200,2.0,2.0,0.53294635,3.0,12.0,4.0
2201,5.0,2.0,0.81607366,3.0,3.0,6.0
2202,5.0,0.0,0.09304416,4.0,3.0,4.0
2203,4.0,0.0,0.8451756,3.0,3.0,10.0
2204,4.0,2.0,0.6060307,3.0,0.0,10.0
2205,6.0,0.0,0.051785707,6.0,11.0,6.0
2206,2.0,0.0,0.80044293,6.0,2.0,3.0
2207,4.0,2.0,0.082298994,4.0,4.0,4.0
2208,2.0,0.0,0.7328396,3.0,1.0,6.0
2209,1.0,0.0,0.94061184,5.0,2.0,2.0
2210,3.0,0.0,0.6283568,3.0,0.0,8.0
2211,1.0,1.0,0.60649645,1.0,10.0,11.0
2212,3.0,1.0,0.24510431,2.0,3.0,6.0
2213,2.0,0.0,0.979061,8.0,0.0,5.0
2214,2.0,2.0,0.042335033,2.0,1.0,1.0
2215,2.0,0.0,0.049092412,9.0,2.0,5.0
2216,4.0,2.0,0.5392057,4.0,1.0,8.0
2217,4.0,2.0,0.024431586,3.0,0.0,9.0
2218,1.0,3.0,0.23066568,3.0,0.0,3.0
2219,9.0,0.0,0.7597939,7.0,1.0,4.0
2220,3.0,0.0,0.17272973,2.0,2.0,3.0
2221,0.0,1.0,0.29080832,5.0,2.0,1.0
2222,2.0,0.0,0.878487,5.0,7.0,6.0
2223,4.0,0.0,0.91238964,10.0,0.0,6.0
2224,1.0,2.0,0.6501303,4.0,4.0,6.0
2225,2.0,3.0,0.94252455,8.0,7.0,4.0
2226,2.0,0.0,0.5477475,5.0,6.0,6.0
2227,2.0,0.0,0.42209244,4.0,2.0,4.0
2228,7.0,0.0,0.22772574,5.0,5.0,2.0
2229,5.0,3.0,0.45634437,3.0,3.0,2.0
2230,5.0,0.0,0.8772007,6.0,6.0,1.0
2231,1.0,2.0,0.7978623,7.0,15.0,7.0
2232,1.0,0.0,0.8982111,2.0,3.0,0.0
2233,1.0,3.0,0.3335824,2.0,1.0,2.0
2234,5.0,0.0,0.539662,1.0,3.0,0.0
2235,0.0,1.0,0.97976804,5.0,4.0,5.0
2236,4.0,0.0,0.2009921,2.0,5.0,5.0
2237,4.0,3.0,0.9775456,5.0,7.0,0.0
2238,5.0,2.0,0.6402011,4.0,4.0,7.0
2239,6.0,2.0,0.99827504,9.0,2.0,4.0
2240,2.0,2.0,0.07898688,5.0,8.0,5.0
2241,2.0,1.0,0.9898653,6.0,3.0,8.0
2242,3.0,1.0,0.3926065,3.0,8.0,6.0
2243,0.0,2.0,0.95616364,6.0,2.0,6.0
2244,4.0,1.0,0.4497205,10.0,5.0,1.0
2245,2.0,3.0,0.4713788,3.0,2.0,5.0
2246,3.0,0.0,0.8265015,4.0,3.0,3.0
2247,2.0,1.0,0.10471308,6.0,6.0,1.0
2248,4.0,1.0,0.35905874,6.0,5.0,3.0
2249,4.0,3.0,0.039869666,6.0,2.0,0.0
2250,6.0,1.0,0.38365722,5.0,5.0,5.0
2251,8.0,0.0,0.27172434,5.0,2.0,1.0
2252,2.0,3.0,0.8542125,4.0,0.0,5.0
2253,0.0,2.0,0.5847721,3.0,3.0,3.0
2254,3.0,3.0,0.42114615,6.0,3.0,4.0
2255,4.0,0.0,0.24117196,5.0,6.0,0.0
2256,8.0,2.0,0.7308221,7.0,2.0,4.0
2257,0.0,0.0,0.13052166,1.0,4.0,5.0
2258,0.0,0.0,0.62786365,2.0,17.0,6.0
2259,9.0,0.0,0.6974453,3.0,3.0,6.0
2260,6.0,0.0,0.84693515,7.0,3.0,2.0
2261,4.0,3.0,0.23326826,5.0,5.0,6.0
2262,6.0,2.0,0.9753721,6.0,1.0,10.0
2263,3.0,1.0,0.041422725,10.0,4.0,0.0
2264,4.0,2.0,0.2271434,10.0,0.0,1.0
2265,2.0,0.0,0.3018546,4.0,1.0,3.0
2266,1.0,0.0,0.95649827,2.0,6.0,3.0
2267,1.0,1.0,0.15866268,4.0,1.0,6.0
2268,4.0,0.0,0.9873767,2.0,2.0,2.0
2269,4.0,1.0,0.34798193,1.0,5.0,5.0
2270,3.0,0.0,0.15284121,4.0,2.0,5.0
2271,12.0,2.0,0.43138945,4.0,1.0,6.0
2272,4.0,2.0,0.77654564,5.0,2.0,5.0
2273,4.0,1.0,0.74265826,3.0,5.0,3.0
2274,5.0,2.0,0.72604585,8.0,0.0,7.0
2275,0.0,2.0,0.20695448,4.0,0.0,6.0
2276,8.0,1.0,0.23257124,5.0,2.0,2.0
2277,0.0,2.0,0.47969854,2.0,4.0,3.0
2278,4.0,3.0,0.09319961,5.0,0.0,3.0
2279,4.0,0.0,0.89009094,5.0,5.0,5.0
2280,4.0,0.0,0.22565329,1.0,2.0,3.0
2281,2.0,2.0,0.10381615,4.0,5.0,6.0
2282,4.0,0.0,0.6112188,4.0,4.0,2.0
2283,2.0,0.0,0.12961853,5.0,2.0,3.0
2284,0.0,2.0,0.9301709,1.0,7.0,1.0
2285,4.0,0.0,0.6752261,3.0,5.0,3.0
2286,3.0,0.0,0.37415385,4.0,3.0,7.0
2287,2.0,0.0,0.6777116,4.0,3.0,2.0
2288,0.0,0.0,0.9319786,3.0,6.0,14.0
2289,3.0,2.0,0.7466124,1.0,3.0,7.0
2290,2.0,2.0,0.06863999,5.0,3.0,3.0
2291,1.0,0.0,0.34100902,5.0,0.0,3.0
2292,1.0,0.0,0.7192441,3.0,1.0,0.0
2293,2.0,0.0,0.3798871,4.0,11.0,2.0
2294,2.0,1.0,0.81838834,5.0,7.0,1.0
2295,4.0,0.0,0.83380985,3.0,9.0,0.0
2296,5.0,3.0,0.23508489,5.0,3.0,5.0
2297,1.0,0.0,0.03683281,3.0,0.0,8.0
2298,1.0,2.0,0.8210752,2.0,2.0,3.0
2299,2.0,0.0,0.711089,3.0,4.0,0.0
2300,5.0,2.0,0.29421926,4.0,4.0,1.0
2301,1.0,0.0,0.14474607,5.0,7.0,13.0
2302,2.0,1.0,0.39605272,4.0,2.0,0.0
2303,1.0,2.0,0.98102427,6.0,5.0,3.0
2304,5.0,0.0,0.2895496,1.0,1.0,5.0
2305,2.0,0.0,0.6450354,3.0,3.0,4.0
2306,1.0,2.0,0.06437552,6.0,11.0,1.0
2307,3.0,1.0,0.794531,5.0,6.0,4.0
2308,2.0,2.0,0.8583753,2.0,3.0,3.0
2309,0.0,2.0,0.7833916,1.0,4.0,8.0
