r_type,t_type,x1_mean,x2_mean,x3_mean,causes_mean,non-causes_mean,x1_std,x2_std,x3_std,causes_std,non-causes_std,gamma
individualized,acceptance,0.10603852596314907,0.13125209380234507,1.8023718592964826,0.23729061976549415,1.8023718592964826,0.03525222371525111,0.058379689458686976,0.0938465162211863,0.09344156593222257,0.0938465162211863,0.75
individualized,acceptance,0.1407646566164154,0.11625711892797319,1.7764924623115579,0.2570217755443886,1.7764924623115579,0.031331444343417426,0.046225559548590076,0.17290062228411043,0.017859300252905486,0.17290062228411043,0.85
individualized,acceptance,0.1526666666666667,0.12883333333333333,1.9479999999999997,0.28150000000000003,1.9479999999999997,0.06394789545663979,0.03037405691265712,0.14867666259369694,0.06332653472281582,0.14867666259369694,0.9
individualized,acceptance,0.06563978494623655,0.38206989247311834,1.2937526881720431,0.4477096774193549,1.2937526881720431,0.2070248595953185,0.3954844907158926,1.074243671495199,0.19037465935916642,1.074243671495199,0.9499999999999998
subpopulation,acceptance,0.052725931710703285,0.06294242700334073,1.9296880558809495,0.115668358714044,1.9296880558809495,0.021599366706383193,0.023067192517718167,0.17781749531120672,0.04458368567457862,0.17781749531120672,0.75
subpopulation,acceptance,0.029899497487437185,0.04184757118927973,2.1524966499162477,0.07174706867671692,2.1524966499162477,0.017409358996301517,0.02152449452090639,0.15112677723516843,0.004179612809414116,0.15112677723516843,0.85
subpopulation,acceptance,0.03164983164983165,0.04444444444444445,2.194444444444444,0.0760942760942761,2.194444444444444,0.01910088279189164,0.03516907143142159,0.20799436764917043,0.0498347778616017,0.20799436764917043,0.9
subpopulation,acceptance,-0.043695792880258884,0.3050242718446602,1.6554077669902914,0.2613284789644013,1.6554077669902914,0.13565759815283002,0.47145599391093945,1.2150713136953915,0.3434696725015178,1.2150713136953915,0.9499999999999998
individualized,counterfactual,-0.005670016750418762,-0.005669179229480737,2.113793969849246,-0.011339195979899498,2.113793969849246,0.005103578752330931,0.004533425331586828,0.18795312873573145,0.009562722637978307,0.18795312873573145,0.75
individualized,counterfactual,-0.0016582491582491582,-0.0018619528619528618,2.3037003367003366,-0.0035202020202020202,2.3037003367003366,0.0036998330708149616,0.005844500075967073,0.16001851755323862,0.002530363514670546,0.16001851755323862,0.85
individualized,counterfactual,0.004182579564489113,-0.0001750418760469012,2.3239865996649915,0.004007537688442212,2.3239865996649915,0.0068255915025324946,0.0047649747430330855,0.11993963844519957,0.0027859427458051746,0.11993963844519957,0.9
individualized,counterfactual,-0.06409187503783982,0.2556656576052955,1.641776059009909,0.19157378256745572,1.641776059009909,0.13004661825469957,0.43083085426113327,1.2998850455869948,0.30257341369093177,1.2998850455869948,0.9499999999999998
individualized,improvement,1.2418333333333333,0.7995000000000001,,2.0413333333333337,0.0,0.05255076910315721,0.03803616699931786,,0.014571661996262995,0.0,0.75
individualized,improvement,1.4798333333333333,1.1028333333333333,,2.5826666666666664,0.0,0.047419229573384375,0.07925644032716421,,0.10514553406271399,0.0,0.85
individualized,improvement,1.7278333333333336,1.1815,,2.909333333333333,0.0,0.03250512780059989,0.06557247898318315,,0.03789569016832019,0.0,0.9
individualized,improvement,2.059590452261306,1.0538065326633166,,3.1133969849246235,0.0,0.1842417182012241,0.20693496472446246,,0.02274435546820357,0.0,0.9499999999999998
subpopulation,improvement,1.2305677598745492,0.6980482169409834,,1.9286159768155329,0.0,0.029180466253685887,0.18916536984729815,,0.2058965669223241,0.0,0.75
subpopulation,improvement,1.466,0.8206666666666668,,2.2866666666666666,0.0,0.10385927979723335,0.06012972088188448,,0.11782861848181587,0.0,0.85
subpopulation,improvement,1.6818551088777218,1.1078366834170854,,2.789691792294807,0.0,0.0583833946362892,0.1681681741316951,,0.20149024827978146,0.0,0.9
subpopulation,improvement,2.017907035175879,0.8168316582914573,,2.8347386934673366,0.0,0.3236818546239544,0.17071955931106836,,0.18061819810453225,0.0,0.9499999999999998
