,years_experience,degree
3575,0.0,1.0
2766,0.0,2.0
2399,0.0,2.0
3351,0.0,1.0
2856,0.0,1.0
2280,1.0,0.0
2025,1.0,1.0
2961,1.0,1.0
3647,0.0,2.0
3453,1.0,2.0
3252,0.0,2.0
2089,1.0,2.0
2623,0.0,2.0
2177,0.0,3.0
2449,2.0,1.0
3740,0.0,1.0
2063,0.0,3.0
2192,2.0,1.0
2676,0.0,2.0
3331,0.0,3.0
3348,1.0,1.0
3170,0.0,3.0
2160,2.0,2.0
3333,0.0,1.0
2009,0.0,1.0
3525,1.0,3.0
2342,0.0,3.0
3560,1.0,1.0
3148,0.0,2.0
2189,1.0,2.0
2479,0.0,2.0
3802,1.0,3.0
3941,1.0,3.0
2627,0.0,3.0
2466,0.0,1.0
3490,0.0,2.0
2551,2.0,0.0
3508,0.0,1.0
3713,1.0,2.0
3021,0.0,2.0
3982,0.0,3.0
2294,1.0,1.0
2754,1.0,1.0
2384,1.0,1.0
3562,2.0,0.0
2273,1.0,2.0
2939,0.0,1.0
3451,1.0,2.0
2610,0.0,2.0
2770,0.0,2.0
3439,2.0,1.0
3082,0.0,1.0
3293,1.0,2.0
2348,0.0,1.0
3934,1.0,1.0
2344,2.0,0.0
3336,1.0,0.0
3873,2.0,0.0
3424,0.0,2.0
2681,0.0,1.0
2134,1.0,1.0
3892,1.0,1.0
3774,0.0,3.0
3274,0.0,3.0
2331,1.0,1.0
3162,1.0,2.0
3486,0.0,3.0
3410,1.0,1.0
3305,0.0,2.0
3242,0.0,2.0
3811,0.0,1.0
2219,0.0,3.0
2068,0.0,3.0
3887,0.0,2.0
3807,1.0,1.0
3272,0.0,2.0
3657,0.0,2.0
2559,0.0,2.0
2720,1.0,2.0
3289,0.0,3.0
2920,0.0,2.0
2554,1.0,2.0
2756,0.0,2.0
2452,0.0,3.0
2757,0.0,2.0
3553,1.0,0.0
3819,2.0,0.0
3469,0.0,2.0
3004,0.0,2.0
2059,1.0,2.0
3270,0.0,1.0
2051,1.0,3.0
3167,0.0,2.0
2002,0.0,2.0
2443,0.0,3.0
2217,1.0,3.0
3894,0.0,2.0
3169,0.0,2.0
2518,1.0,0.0
3876,1.0,1.0
2771,0.0,2.0
3678,1.0,1.0
2968,2.0,1.0
3406,0.0,2.0
3863,0.0,2.0
2543,0.0,1.0
2032,0.0,2.0
3524,0.0,1.0
2503,0.0,2.0
3332,2.0,0.0
3399,1.0,0.0
2154,0.0,3.0
2106,1.0,1.0
2509,0.0,2.0
2078,1.0,1.0
2981,0.0,2.0
3627,1.0,1.0
2276,0.0,1.0
3173,1.0,2.0
3571,0.0,2.0
3549,1.0,1.0
3679,1.0,3.0
3801,1.0,1.0
2225,0.0,1.0
3664,0.0,2.0
3936,1.0,1.0
3660,1.0,1.0
3536,1.0,3.0
3447,1.0,1.0
2175,0.0,3.0
3820,0.0,2.0
2999,0.0,1.0
3204,2.0,1.0
2741,1.0,0.0
3054,0.0,2.0
2264,1.0,1.0
3529,0.0,1.0
3972,1.0,1.0
3616,1.0,1.0
2738,0.0,2.0
3300,0.0,3.0
2511,1.0,1.0
3833,0.0,2.0
3916,0.0,2.0
2004,0.0,1.0
2716,3.0,0.0
2940,0.0,1.0
2093,0.0,1.0
3239,0.0,1.0
3841,2.0,1.0
2267,0.0,2.0
3558,1.0,1.0
3088,2.0,1.0
2473,1.0,1.0
2249,0.0,3.0
3106,0.0,2.0
2921,1.0,1.0
3769,0.0,2.0
2091,1.0,1.0
3094,0.0,1.0
2726,1.0,1.0
2759,0.0,2.0
2507,0.0,2.0
3208,2.0,1.0
3676,1.0,1.0
3968,0.0,2.0
2816,0.0,1.0
2772,0.0,1.0
2500,1.0,3.0
3126,1.0,1.0
3080,1.0,1.0
3450,2.0,0.0
2067,0.0,2.0
3025,1.0,0.0
3808,0.0,2.0
3142,0.0,2.0
2798,0.0,2.0
3437,2.0,2.0
2844,2.0,1.0
3043,0.0,1.0
2283,1.0,0.0
3517,1.0,1.0
3970,1.0,0.0
2607,1.0,3.0
2822,0.0,2.0
3435,1.0,1.0
3955,0.0,2.0
2453,0.0,3.0
2532,0.0,2.0
2686,0.0,3.0
3584,0.0,2.0
2141,0.0,2.0
2195,0.0,1.0
2387,1.0,1.0
2535,0.0,1.0
3736,0.0,3.0
2800,0.0,3.0
3548,2.0,0.0
3621,0.0,2.0
2669,3.0,1.0
