,u_x1,u_x2,u_y,u_x3
500,1.3801153,-0.25137404,0.19859576,0.33289093
501,-0.26847935,0.78590786,0.26048934,-0.4889651
502,-1.7101512,1.7732524,0.44333482,-0.08648379
503,0.002981639,-0.14881982,0.60651636,0.19393037
504,2.073119,2.8114502,0.19563091,0.11703916
505,0.88973296,0.84462386,0.13447154,0.53283757
506,0.66559315,1.0569531,0.39277756,0.9871992
507,-1.3684287,-0.33226216,0.04566574,0.79555917
508,-0.4769177,-0.68415815,0.36399758,0.33277252
509,0.31024328,-1.7785189,0.34890985,1.4014456
510,-0.99554217,1.9724947,0.1778537,-0.35170168
511,-1.8934113,0.37106696,0.8288388,0.09450699
512,0.47947767,1.5989133,0.48221195,0.29168066
513,-1.0144924,0.3970901,0.8060856,-0.45866424
514,-2.3319705,0.7280505,0.28455305,-0.49621844
515,-0.4546048,0.16723087,0.33576965,-0.053261958
516,-0.100435644,-0.049139224,0.38245845,-0.07438725
517,-0.9141987,1.6599606,0.7849723,-0.32591182
518,1.2663789,-0.02803528,0.086446285,0.16992761
519,-0.11616618,-2.6462798,0.025332212,-0.5198642
520,-0.20641366,-0.15527639,0.00810802,-0.3613797
521,-1.251816,0.75617844,0.8671429,-1.1411856
522,0.45847678,-0.48324805,0.8656584,-0.39523387
523,-1.5322195,0.42435196,0.5181987,-0.0901704
524,0.15064393,0.26608008,0.2750715,0.1257363
525,0.5473746,0.2982206,0.19710791,0.25930777
526,-0.019012772,1.0992538,0.9641743,0.3536715
527,0.8383601,-1.1636891,0.11134374,0.5216315
528,1.4768465,-0.06521612,0.08436453,0.20784554
529,-0.045502782,-1.1892921,0.4660858,-0.26553512
530,-0.101753555,0.4290886,0.69112325,0.9411112
531,0.48041615,-0.5123558,0.72917163,0.33280867
532,-1.9106457,0.53611577,0.9087293,0.21267669
533,-0.35735196,0.17553072,0.59702754,-0.6197371
534,-0.5414866,-1.0480546,0.36284137,-0.803396
535,1.124938,0.7926242,0.051647425,0.3795815
536,-1.8108054,-1.2085351,0.90530694,0.07580723
