,0
1385,1.0
1540,1.0
1317,0.0
1039,1.0
1382,0.0
1953,0.0
1437,0.0
1057,1.0
1996,1.0
1342,1.0
1467,1.0
1552,0.0
1070,0.0
1458,0.0
1284,0.0
1110,1.0
1645,1.0
1199,0.0
1823,0.0
1852,1.0
1713,1.0
1161,1.0
1036,1.0
1757,1.0
1820,0.0
1233,0.0
1289,1.0
1819,0.0
1964,0.0
1895,1.0
1503,1.0
1150,0.0
1360,0.0
1938,1.0
1131,0.0
1742,0.0
1415,0.0
1738,1.0
1621,0.0
1162,0.0
1213,1.0
1709,1.0
1736,0.0
1594,1.0
1842,0.0
1740,1.0
1179,1.0
1433,1.0
1344,0.0
1055,0.0
1787,1.0
1571,1.0
1310,0.0
1495,0.0
1352,0.0
1991,0.0
1274,0.0
1373,1.0
1899,1.0
1034,1.0
1313,0.0
1569,1.0
1101,1.0
1177,1.0
1290,0.0
1519,1.0
1063,1.0
1176,1.0
1677,1.0
1883,1.0
1452,0.0
1468,1.0
1873,0.0
1077,1.0
1269,1.0
1347,0.0
1564,1.0
1372,1.0
1575,0.0
1707,0.0
1196,1.0
1308,0.0
1734,0.0
1267,0.0
1363,1.0
1291,1.0
1650,0.0
1839,0.0
1343,1.0
1119,1.0
1481,1.0
1285,1.0
1475,1.0
1716,1.0
1913,1.0
1103,1.0
1410,1.0
1995,1.0
1404,0.0
1606,0.0
