,age,gender,experience,loan_amount,loan_duration,income,saving
0,-31.196793,0.0,-0.2517546,-1.3313417,-7.7485723,-4.640813,-10.382087
1,-33.317093,1.0,-0.34687096,7.539111,20.97385,4.8287306,41.295692
2,-31.574375,0.0,-0.27179742,-3.1529427,-13.64471,-6.4726954,-21.59536
3,-32.330425,0.0,-0.26152825,-2.3397868,-10.951838,-5.679269,-16.163914
4,-32.350853,0.0,-0.28331164,-4.3265038,-17.407278,-7.6665025,-28.571358
5,-32.834232,0.0,-0.25297385,-1.6640153,-8.7207575,-5.0160093,-11.703663
6,-32.439545,0.0,-0.28983143,-4.9601235,-19.460487,-8.302359,-32.490025
7,-31.773417,1.0,-0.36458424,5.770007,15.117821,3.0803652,29.51432
8,-33.24995,0.0,-0.25045353,-1.5040145,-8.17116,-4.8659506,-10.505974
9,-31.09631,0.0,-0.30265677,-6.036789,-23.047571,-9.343476,-39.836533
10,-31.03997,0.0,-0.25265515,-1.3861457,-7.936492,-4.691263,-10.795414
11,-31.97627,1.0,-0.39374518,1.2858443,0.55766785,-1.4382831,0.08180714
12,-33.720688,1.0,-0.36572537,4.956263,12.609193,2.2177608,25.347218
13,-32.960583,0.0,-0.2963171,-5.663474,-21.710087,-9.018526,-36.640427
14,-31.790506,1.0,-0.37137938,4.814809,12.014546,2.1179202,23.552189
15,-31.499746,0.0,-0.2434339,-0.6688758,-5.5762997,-3.9866188,-6.104026
16,-31.930395,1.0,-0.3815091,3.266808,6.9927583,0.5561137,13.941639
17,-31.522028,0.0,-0.34407127,-10.67114,-38.082226,-13.989484,-68.60801
18,-32.578777,0.0,-0.26487875,-2.6705022,-12.00964,-6.0162153,-18.114609
19,-31.194735,0.0,-0.2802954,-3.8813915,-16.036366,-7.1908064,-26.320831
20,-32.19738,0.0,-0.25976354,-2.1663315,-10.397114,-5.5024242,-15.141789
21,-32.516914,0.0,-0.29208297,-5.188611,-20.197762,-8.5327835,-33.88183
22,-31.91419,0.0,-0.28072166,-4.0228715,-16.449772,-7.351633,-26.876337
23,-30.98922,0.0,-0.2758814,-3.442849,-14.623927,-6.7465467,-23.672657
24,-31.934013,0.0,-0.29360533,-5.256343,-20.457241,-8.585623,-34.576385
25,-31.183622,1.0,-0.3851937,2.9714704,5.9847393,0.27716923,11.754531
26,-32.389996,0.0,-0.3022244,-6.1748466,-23.411724,-9.515835,-40.105217
27,-33.013138,0.0,-0.26205695,-2.4794822,-11.358384,-5.8357973,-16.715523
28,-31.361483,0.0,-0.2913627,-4.9575043,-19.523182,-8.271495,-32.970917
29,-32.940727,1.0,-0.38825935,1.8572195,2.4807627,-0.8856137,4.1044893
30,-32.91878,1.0,-0.380557,3.0703995,6.4220467,0.33579826,13.176459
31,-32.848602,1.0,-0.367891,4.9382286,12.487545,2.217994,24.817158
32,-31.943523,1.0,-0.3513046,7.4529595,20.59862,4.772126,40.111145
33,-31.08917,0.0,-0.25900948,-1.9441477,-9.746933,-5.250636,-14.260745
34,-31.37449,0.0,-0.2813108,-4.0019546,-16.416819,-7.3163,-26.992819
35,-32.653122,1.0,-0.38703793,2.149735,3.4112809,-0.5848577,5.7968283
36,-32.58566,0.0,-0.2846767,-4.4876833,-17.915,-7.833567,-29.468758
37,-31.176851,1.0,-0.3836968,3.208404,6.7543483,0.5157869,13.232305
38,-30.919636,0.0,-0.27644068,-3.484312,-14.762982,-6.7860556,-23.963074
39,-32.876637,1.0,-0.34636855,7.745509,21.61318,5.0461164,42.375927
40,-31.875927,1.0,-0.3724632,4.628573,11.414896,1.9283512,22.427544
41,-32.111908,0.0,-0.29841983,-5.7555146,-22.067703,-9.089412,-37.61388
42,-32.141502,0.0,-0.24230409,-0.6641189,-5.518681,-3.9987779,-5.778922
43,-33.287857,0.0,-0.23901442,-0.54621094,-5.055561,-3.9090364,-4.501568
44,-31.487179,1.0,-0.37471044,4.445603,10.794949,1.7534888,21.105732
45,-32.106686,1.0,-0.35998705,6.2697387,16.76402,3.5759895,32.79153
46,-31.627655,0.0,-0.35267544,-11.756504,-41.602837,-15.077684,-75.34325
47,-33.695747,1.0,-0.35269824,6.6882067,18.23616,3.9632947,36.159798
48,-32.747902,0.0,-0.2626058,-2.4920163,-11.417809,-5.8419023,-16.919449
49,-32.63151,1.0,-0.35914332,6.1993647,16.571077,3.4932008,32.596844
50,-31.11354,0.0,-0.26758868,-2.7074609,-12.226179,-6.0146275,-19.020458
51,-33.0463,1.0,-0.3805401,3.0307689,6.302291,0.2931199,12.989311
52,-32.46062,1.0,-0.37397563,4.203718,10.073443,1.486979,20.043854
53,-33.232006,0.0,-0.2668393,-2.9338784,-12.819511,-6.295393,-19.451202
54,-32.890816,1.0,-0.37368402,4.100239,9.767052,1.3731875,19.599707
55,-30.910648,1.0,-0.3692218,5.4524403,14.030909,2.7817283,27.137592
56,-33.543453,0.0,-0.2506258,-1.5579231,-8.325001,-4.9266706,-10.702032
57,-31.506453,1.0,-0.38884377,2.2669113,3.715439,-0.43985653,5.9977036
58,-32.06735,1.0,-0.39445147,1.1339893,0.0702045,-1.5932086,-0.8251393
59,-32.90511,0.0,-0.32780123,-8.963018,-32.437527,-12.316732,-57.288883
60,-32.541218,1.0,-0.36251992,5.779194,15.199281,3.0718954,29.928356
61,-32.39963,1.0,-0.35001317,7.45475,20.635122,4.7635064,40.334267
62,-32.44135,1.0,-0.3614964,5.951208,15.751464,3.2474313,30.956642
63,-31.799456,0.0,-0.28416318,-4.330305,-17.456488,-7.6560507,-28.850658
64,-32.457783,0.0,-0.28508174,-4.5085564,-17.991642,-7.8512487,-29.659191
65,-33.220135,0.0,-0.26474756,-2.7456837,-12.208733,-6.1069183,-18.280655
66,-32.722214,0.0,-0.27109715,-3.248479,-13.878105,-6.5977345,-21.659458
67,-32.140663,1.0,-0.38731766,2.282547,3.8079264,-0.43940794,6.38735
