,senior-level_skill
3598,0.0
3569,0.0
2685,0.0
3310,0.0
3956,0.0
3009,0.0
2758,0.0
3272,0.0
2401,0.0
2977,0.0
2641,0.0
2325,0.0
2886,0.0
2465,0.0
2691,0.0
3442,0.0
3396,0.0
3715,0.0
2454,0.0
2098,0.0
3486,0.0
3068,0.0
3141,0.0
3694,0.0
2783,0.0
2749,0.0
2247,0.0
3699,0.0
3748,0.0
2766,0.0
2309,0.0
2350,0.0
3086,0.0
3975,0.0
3847,0.0
2644,0.0
3906,0.0
3151,0.0
2586,0.0
3777,0.0
2623,0.0
2716,0.0
3897,0.0
3275,0.0
2453,0.0
2904,0.0
3884,0.0
2044,0.0
3324,0.0
2369,0.0
2627,0.0
2533,0.0
3158,0.0
3119,0.0
2681,0.0
2660,0.0
3541,0.0
2994,0.0
3319,0.0
2516,0.0
2629,0.0
3322,0.0
2237,0.0
2991,0.0
2982,0.0
2762,0.0
2189,0.0
3013,0.0
2934,0.0
2596,0.0
2503,0.0
2265,0.0
2331,0.0
3028,0.0
3737,0.0
2963,0.0
2613,0.0
2488,0.0
3873,0.0
3420,0.0
2530,0.0
2146,0.0
2938,0.0
2427,0.0
2634,0.0
3100,0.0
2951,0.0
3209,0.0
3010,0.0
2901,0.0
3826,0.0
2949,0.0
2319,0.0
3772,0.0
2609,0.0
3567,0.0
3038,0.0
3514,0.0
2204,0.0
2645,0.0
2505,0.0
3491,0.0
2538,0.0
2659,0.0
2082,0.0
3901,0.0
3181,0.0
2611,0.0
3978,0.0
3453,0.0
2066,0.0
3767,0.0
3187,0.0
2861,0.0
2956,0.0
2130,0.0
3810,0.0
3655,0.0
2509,0.0
2311,0.0
2878,0.0
3583,0.0
2744,0.0
2233,0.0
3702,0.0
2721,0.0
2636,0.0
2983,0.0
2418,0.0
2434,0.0
2814,0.0
3618,0.0
2731,0.0
2302,0.0
2208,0.0
2116,0.0
2665,0.0
3831,0.0
3024,0.0
2775,0.0
3223,0.0
3094,0.0
2718,0.0
3747,0.0
3728,0.0
2244,0.0
3358,0.0
3625,0.0
2827,0.0
2528,0.0
2866,0.0
3992,0.0
2372,0.0
3114,0.0
3220,0.0
3148,0.0
2500,0.0
2612,0.0
3575,0.0
3055,0.0
3199,0.0
3022,0.0
3651,0.0
2268,0.0
3169,0.0
3154,0.0
2320,0.0
2211,0.0
3437,0.0
3627,0.0
2727,0.0
3915,0.0
2080,0.0
2283,0.0
2234,0.0
2140,0.0
2961,0.0
2788,0.0
2225,0.0
3635,0.0
2312,0.0
3706,0.0
2592,0.0
3746,0.0
2257,0.0
2364,0.0
2007,0.0
3827,0.0
2404,0.0
3924,0.0
3840,0.0
3893,0.0
2663,0.0
2003,0.0
3926,0.0
3136,0.0
3236,0.0
2638,0.0
3031,0.0
3092,0.0
