,perc_recomm_found,gamma,eta,gamma_obs,gamma_obs_pre,eta_obs,eta_obs_individualized,costs,lbd,thresh,r_type,t_type,iteration,model_coef,eta_obs_refits_batch0_mean,intv-cost
0,1.0,0.85,0.85,0.9200000166893005,0.07999999821186066,1.0,1.0,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,improvement,1,"[[0.3535066930002383, 0.7070133860004766, 1.099513163201904], [0.008396747112791904]]",0.8719999194145203,5.508000014424324
1,1.0,0.85,0.85,0.5,0.07999999821186066,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,1,"[[0.3535066930002383, 0.7070133860004766, 1.099513163201904], [0.008396747112791904]]",0.36800000071525574,5.192000010967255
2,1.0,0.85,0.85,0.5600000023841858,0.05999999865889549,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,1,"[[0.3535066930002383, 0.7070133860004766, 1.099513163201904], [0.008396747112791904]]",0.3400000035762787,5.9959999848008145
3,1.0,0.85,0.85,0.9399999976158142,0.03999999910593033,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,improvement,1,"[[0.3535066930002383, 0.7070133860004766, 1.099513163201904], [0.008396747112791904]]",0.9039999842643738,4.806000010550022
4,1.0,0.85,0.85,0.5,0.11999999731779099,0.98,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,1,"[[0.3535066930002383, 0.7070133860004766, 1.099513163201904], [0.008396747112791904]]",0.3760000169277191,5.057999984622001
5,1.0,0.85,0.85,0.7599999904632568,0.07999999821186066,1.0,1.0,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,improvement,2,"[[0.48356916298123404, 0.673915414008556, 1.2418191204873157], [0.13055598237106933]]",0.9399999380111694,3.861999998241663
6,1.0,0.85,0.85,0.36000001430511475,0.05999999865889549,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,2,"[[0.48356916298123404, 0.673915414008556, 1.2418191204873157], [0.13055598237106933]]",0.41200000047683716,3.1239999975264072
7,1.0,0.85,0.85,0.4000000059604645,0.11999999731779099,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,2,"[[0.48356916298123404, 0.673915414008556, 1.2418191204873157], [0.13055598237106933]]",0.2800000309944153,5.7239999936521055
8,1.0,0.85,0.85,0.8600000143051147,0.11999999731779099,0.98,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,improvement,2,"[[0.48356916298123404, 0.673915414008556, 1.2418191204873157], [0.13055598237106933]]",0.9279999732971191,3.807999997109174
9,1.0,0.85,0.85,0.36000001430511475,0.10000000149011612,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,2,"[[0.48356916298123404, 0.673915414008556, 1.2418191204873157], [0.13055598237106933]]",0.2240000069141388,4.907999966233968
10,1.0,0.85,0.85,0.9200000166893005,0.07999999821186066,1.0,1.0,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,improvement,0,"[[0.47113413225600875, 1.0530472107018238, 1.0158754436583957], [0.10224988979482941]]",0.9079999923706055,3.057999994903803
11,1.0,0.85,0.85,0.47999998927116394,0.07999999821186066,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,0,"[[0.47113413225600875, 1.0530472107018238, 1.0158754436583957], [0.10224988979482941]]",0.7080000042915344,3.6060000081658363
12,1.0,0.85,0.85,0.47999998927116394,0.10000000149011612,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,0,"[[0.47113413225600875, 1.0530472107018238, 1.0158754436583957], [0.10224988979482941]]",0.6239999532699585,5.5140000089108945
13,1.0,0.85,0.85,0.8600000143051147,0.11999999731779099,0.98,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,improvement,0,"[[0.47113413225600875, 1.0530472107018238, 1.0158754436583957], [0.10224988979482941]]",0.8840000033378601,3.435999996721745
14,1.0,0.85,0.85,0.47999998927116394,0.10000000149011612,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,0,"[[0.47113413225600875, 1.0530472107018238, 1.0158754436583957], [0.10224988979482941]]",0.6599999666213989,
