ix,goal_cost,intv_cost
219,0.878,5.0
253,0.982,5.0
299,0.878,15.0
297,0.98,20.0
241,0.858,15.0
230,1.0,5.0
362,0.998,15.0
256,0.872,10.0
369,0.978,10.0
378,0.958,5.0
349,0.996,5.0
307,0.98,10.0
231,0.872,10.0
208,0.996,15.0
366,0.9975458744258794,0.0
294,0.99,10.0
223,0.888,10.0
333,0.86,15.0
221,0.902,5.0
329,0.97,10.0
249,0.998,15.0
215,0.982,10.0
259,0.986,5.0
210,0.888,15.0
206,0.988,15.0
320,0.99,10.0
264,1.0,5.0
228,0.978,15.0
218,0.996,15.0
325,0.96,10.0
311,0.962,10.0
234,0.958,10.0
274,0.996,5.0
335,0.948,10.0
225,0.954,5.0
363,0.942,15.0
314,0.982,10.0
356,0.954,5.0
383,0.956,15.0
391,0.95,10.0
232,0.86,10.0
289,0.998,5.0
323,0.99,10.0
284,0.96,10.0
386,0.868,15.0
382,0.96,15.0
379,0.964,5.0
239,0.986,10.0
372,0.868,15.0
278,0.864,10.0
