,years_experience,degree
219,1.0,0.0
253,1.0,0.0
299,3.0,0.0
297,2.0,2.0
241,0.0,3.0
230,1.0,0.0
362,0.0,3.0
256,2.0,0.0
369,0.0,2.0
378,1.0,0.0
349,0.0,1.0
307,2.0,0.0
231,2.0,0.0
208,0.0,3.0
366,0.0,0.0
294,1.0,1.0
223,0.0,2.0
333,3.0,0.0
221,0.0,1.0
329,1.0,1.0
249,1.0,2.0
215,0.0,2.0
259,0.0,1.0
210,3.0,0.0
206,2.0,1.0
320,0.0,2.0
264,0.0,1.0
228,1.0,2.0
218,0.0,3.0
325,1.0,1.0
311,1.0,1.0
234,1.0,1.0
274,0.0,1.0
335,1.0,1.0
225,0.0,1.0
363,2.0,1.0
314,1.0,1.0
356,0.0,1.0
383,2.0,1.0
391,2.0,0.0
232,2.0,0.0
289,0.0,1.0
323,0.0,2.0
284,1.0,1.0
386,0.0,3.0
382,2.0,1.0
379,0.0,1.0
239,0.0,2.0
372,0.0,3.0
278,2.0,0.0
