,years_experience,degree
376,0.0,3.0
225,1.0,2.0
251,1.0,0.0
224,2.0,0.0
338,2.0,0.0
325,0.0,1.0
384,1.0,0.0
392,1.0,0.0
362,0.0,2.0
317,1.0,1.0
396,2.0,1.0
347,1.0,0.0
356,1.0,1.0
202,0.0,1.0
216,0.0,1.0
264,1.0,0.0
236,2.0,0.0
337,3.0,0.0
371,0.0,2.0
340,1.0,2.0
208,0.0,1.0
244,3.0,0.0
235,1.0,0.0
253,1.0,0.0
205,0.0,2.0
351,0.0,2.0
277,2.0,0.0
326,0.0,1.0
209,1.0,3.0
303,4.0,0.0
394,0.0,2.0
238,1.0,0.0
332,0.0,3.0
263,0.0,1.0
297,1.0,1.0
213,0.0,1.0
242,2.0,2.0
390,1.0,0.0
353,0.0,3.0
262,0.0,3.0
228,4.0,0.0
322,1.0,0.0
200,1.0,0.0
227,1.0,2.0
382,2.0,1.0
219,0.0,1.0
293,0.0,2.0
217,2.0,0.0
349,1.0,1.0
248,0.0,3.0
